ID,Status,StartDate,Year,EndDate,Name,Street,ZIP,M,Description,Latitude,Longitude
7000748,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 149601044, , ,P,FOOD SIDEWALK CAFE,30.4564801,-97.665985
7000749,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1402580970, , ,E,FOOD RESTAURANT,30.4559901,-97.666155
7000750,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1731525735, , ,P,FOOD MANUFACTURER,30.4561101,-97.665915
7000751,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 794123760, , ,P,FOOD SIDEWALK CAFE,30.4558301,-97.665985
7000752,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 415631032, , ,P,WINE E W/STRONG BEER,30.4558301,-97.665985
7000753,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1656297977, , ,P,WINE E W/STRONG BEER,30.4557601,-97.665965
7000754,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 2107572830, , ,P,FOOD SIDEWALK CAFE,30.4557601,-97.665965
7000755,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 2134942040, , ,P,FOOD CATERERS,30.4554801,-97.665985
7000756,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 1850012041, , ,P,LIQ ON-SALE A W/SS SERIES 3000,30.4554801,-97.665985
7000757,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1872345730, , ,P,FOOD SIDEWALK CAFE,30.4554801,-97.665985
7000758,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 687377138, , ,P,FOOD CONFECTIONERY,30.4556101,-97.665195
7000759,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 219802098, , ,E,FOOD RESTAURANT,30.4559601,-97.665115
7000760,APPROVED,20/09/18 00:00,2019,20/09/19 00:00,Business 892442482, , ,P,LIQ OFF-SALE SERIES 4000,30.4559601,-97.665355
7000761,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1867315198, , ,P,FOOD MANUFACTURER,30.4455801,-97.665985
7000762,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 619284792, , ,E,FOOD GROCERY,30.4455801,-97.665985
7000763,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 259660697, , ,P,WINE E W/STRONG BEER,30.4487101,-97.655795
7000764,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 148345562,E OLD SETTLERS BLVD,78665,NE,FOOD RESTAURANT,30.5452501,-97.651665
7000765,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 2026175379,BLUFFS LANDING WAY,78665,NE,LIQUOR TEMPORARY ON-SALE,30.5457101,-97.657365
7000766,NEW,12/11/18 15:08,2019,12/11/19 15:08,Business 961792857,BLUFFS LANDING WAY,78665,NE,LIQUOR TEMPORARY ON-SALE,30.5457101,-97.657365
7000767,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1027164827,MEADOW PARK DR,78665,NE,FOOD GROCERY,30.5451201,-97.660165
7000768,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1119108578,MEADOW PARK DR,78665,NE,FOOD MANUFACTURER,30.5451201,-97.660165
7000769,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1756941742,MEADOW PARK DR,78665,NE,FOOD MEAT MARKET,30.5451201,-97.660165
7000770,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 152518161,MEADOW PARK DR,78665,NE,FOOD GROCERY,30.5451201,-97.660165
7000771,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 75753751,COLLIE PATH,78664,NE,FOOD GROCERY,30.5390501,-97.658865
7000772,APPROVED,20/09/18 00:00,2019,20/09/19 00:00,Business 1426561165,COLLIE PATH,78664,NE,FOOD MANUFACTURER,30.5390501,-97.658865
7000773,APPROVED,16/08/18 00:00,2019,16/08/19 00:00,Business 1352642258,N A W GRIMES BLVD,78664,NE,FOOD RESTAURANT,30.5413901,-97.650685
7000774,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 880321091,N A W GRIMES BLVD,78664,NE,LIQ ON-SALE C-1 W/SS SERIES 3000,30.5393601,-97.651945
7000775,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 1347394864,N A W GRIMES BLVD,78664,NE,LIQUOR CATERING SERVICES,30.5393601,-97.651945
7000776,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 429517083,N A W GRIMES BLVD,78664,NE,FOOD CATERERS,30.5393601,-97.651945
7000777,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 499175109,SETTLEMENT DR,78665,NE,LIQ ON-SALE B W/SS SERIES 2000,30.5433101,-97.664815
7000778,APPROVED,29/08/18 11:09,2019,29/08/19 11:09,Business 2041043343,MEADOW PARK DR,78665,NE,LIQUOR TEMPORARY ON-SALE,30.5455801,-97.662815
7000779,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 7548592,SETTLEMENT DR,78665,NE,LIQ ON-SALE B W/SS SERIES 3000,30.5429301,-97.664785
7000780,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 600506048,LAKE DR,78665,NE,FOOD MARKET MANUFACTURER,30.5448701,-97.668625
7000781,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 65079733,LAKE DR,78665,NE,FOOD GROCERY,30.5449801,-97.669485
7000782,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1046513792,LAKE DR,78665,NE,FOOD MEAT MARKET,30.5449801,-97.669485
7000783,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 1794141468,LAKE DR,78665,NE,LIQ OFF-SALE SERIES 3000,30.5449801,-97.669485
7000784,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 950560893,LAKE DR,78665,NE,FOOD MANUFACTURER,30.5449801,-97.669485
7000785,APPROVED,18/10/18 00:00,2019,18/10/19 00:00,Business 2052022891,PATHFINDER WAY,78665,NE,LIQ ON-SALE B W/SS SERIES 1000,30.5441101,-97.666465
7000786,APPROVED,01/11/18 00:00,2019,01/11/19 00:00,Business 440343901,PATHFINDER WAY,78665,NE,LIQ ON-SALE B W/SS SERIES 1000,30.5441101,-97.666465
7000787,APPROVED,14/12/12 00:00,2019,14/12/19 00:00,Business 411987409,PATHFINDER WAY,78665,NE,LIQ ON-SALE B W/SS SERIES 1000,30.5441101,-97.666465
7000789,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 510481957,WILDERNESS PATH,78665,NE,LIQ ON-SALE C-2 SERIES 4000,30.5412101,-97.669345
7000790,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 666022493,WILDERNESS PATH,78665,NE,FOOD MANUFACTURER,30.5412101,-97.669345
7000791,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 522057893,SETTLEMENT DR,78665,NE,LIQ ON-SALE C-1 W/SS SERIES 2000,30.5414701,-97.666425
7000792,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1699637050,SETTLEMENT DR,78665,NE,FOOD SIDEWALK CAFE,30.5414701,-97.666425
7000793,APPROVED,18/10/18 00:00,2019,18/10/19 00:00,Business 194102686,SUNDANCE DR,78665,NE,LIQ ON-SALE E W/SS SERIES 3000,30.5413101,-97.665645
7000794,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 2099598415,SUNDANCE DR,78665,NE,FOOD CATERERS,30.5413101,-97.665645
7000795,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 1865510862,SUNDANCE DR,78665,NE,LIQUOR CATERING SERVICES,30.5413101,-97.665645
7000796,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1181370594,SUNDANCE DR,78665,NE,FOOD SIDEWALK CAFE,30.5413101,-97.665645
7000797,APPROVED,14/12/12 00:00,2019,14/12/19 00:00,Business 2082447034,SUNDANCE DR,78665,NE,LIQ ON-SALE A W/SS SERIES 1000,30.5413101,-97.665815
7000798,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 2134474725,SETTLEMENT DR,78665,NE,FOOD RESTAURANT,30.5406801,-97.667315
7000799,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 331521330,SETTLEMENT DR,78665,NE,FOOD MOBILE VEHICLE VENDOR,30.5406801,-97.667315
7000800,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2018233528,SETTLEMENT DR,78665,NE,FOOD MARKET MANUFACTURER,30.5406801,-97.667315
7000801,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1007401692,SETTLEMENT DR,78665,NE,WINE E W/STRONG BEER,30.5406801,-97.667315
7000802,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 358554334,SETTLEMENT DR,78665,NE,FOOD SIDEWALK CAFE,30.5406801,-97.667315
7000803,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 461666920,E OLD SETTLERS BLVD,78665,NE,FOOD RESTAURANT,30.5391101,-97.666715
7000804,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2103040123,SUNRISE RD,78665,NE,LIQ ON-SALE D W/SS SERIES 2000,30.5407201,-97.669375
7000805,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 1377898499,SUNRISE RD,78665,NE,LIQUOR CATERING SERVICES,30.5407201,-97.669375
7000806,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2089297826,SUNRISE RD,78665,NE,FOOD CATERERS,30.5407201,-97.669375
7000807,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 367814767,SUNRISE RD,78665,NE,LIQ ON-SALE D W/SS SERIES 2000,30.5407201,-97.669375
7000808,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 1565972345,SUNDANCE DR,78665,NE,WINE A W/STRONG BEER,30.5413101,-97.665205
7000809,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 1758947853,SUNDANCE DR,78665,NE,WINE C-2 W/STRONG BEER,30.5413101,-97.664765
7000810,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1015931818,SUNDANCE DR,78665,NE,FOOD SIDEWALK CAFE,30.5413101,-97.664765
7000811,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1368668701,BUCKLEY LN,78664,NE,FOOD RESTAURANT,30.5357701,-97.664145
7000812,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 349015733,BUCKLEY LN,78664,NE,FOOD DISTRIBUTOR,30.5357701,-97.664145
7000813,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1914927348,E OLD SETTLERS BLVD,78665,NE,BEER OFF-SALE,30.5385201,-97.665795
7000814,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 886799449,E OLD SETTLERS BLVD,78665,NE,FOOD GROCERY,30.5385201,-97.665795
7000815,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 761805295,E OLD SETTLERS BLVD,78665,NE,FOOD MANUFACTURER,30.5385201,-97.665795
7000816,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 947748345,SUNRISE RD,78665,NE,FOOD RESTAURANT,30.5372101,-97.667915
7000817,APPROVED,14/06/18 00:00,2019,14/06/19 00:00,Business 1839148707,DAVID CURRY DR,78664,NE,LIQ ON-SALE E W/SS SERIES 3000,30.5355701,-97.669285
7000818,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 452607310,COUNTRY AIRE DR,78664,NE,LIQ ON-SALE E W/SS SERIES 3000,30.5350801,-97.668955
7000819,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 565558072,VERNELL WAY,78664,NE,FOOD MARKET MANUFACTURER,30.5352101,-97.665115
7000820,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 2119210379,WATER SPANIEL WAY,78664,NE,FOOD RESTAURANT,30.5385901,-97.654365
7000821,APPROVED,11/01/18 00:00,2019,11/01/19 00:00,Business 134048911,BECKWOOD TRL,78665,NE,LIQ ON-SALE B W/SS SERIES 1000,30.5355401,-97.650585
7000822,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 533120827,DEERHOUND PL,78664,NE,FOOD RESTAURANT,30.5385901,-97.658855
7000823,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 927853180,ARANSAS CV,78664,NE,LIQ ON-SALE B W/SS SERIES 2000,30.5347201,-97.655745
7000824,APPROVED,11/01/18 00:00,2019,11/01/19 00:00,Business 1463058465,ARANSAS CV,78664,NE,LIQ ON-SALE B W/SS SERIES 1000,30.5349901,-97.655015
7000825,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 755344247,ARANSAS CV,78664,NE,LIQ OFF-SALE SERIES 2000,30.5344101,-97.655015
7000826,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 1695476992,N A W GRIMES BLVD,78664,NE,LIQ ON-SALE C-2 W/SS SERIES 4000,30.5349501,-97.651865
7000827,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1930385658, , ,N,FOOD RESTAURANT,30.5757901,-97.710965
7000828,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1369293277, , ,P,FOOD RESTAURANT,30.4563901,-97.680535
7000829,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1204479439, , ,P,FOOD MANUFACTURER,30.4563901,-97.680535
7000830,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 46688578, , ,P,FOOD GROCERY,30.4563901,-97.680535
7000831,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1692915757, , ,P,FOOD MANUFACTURER,30.4563901,-97.680535
7000832,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 665411495, , ,P,WINE E W/STRONG BEER,30.4595301,-97.681295
7000833,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1517180267, , ,P,FOOD MARKET MANUFACTURER,30.4595301,-97.681295
7000834,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1041396126, , ,P,FOOD MOBILE VEHICLE VENDOR,30.4595301,-97.681295
7000835,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 785290069, , ,P,FOOD RESTAURANT,30.4594101,-97.681295
7000836,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 331577948, , ,P,FOOD SIDEWALK CAFE,30.4594101,-97.681295
7000837,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1247427290, , ,P,FOOD MANUFACTURER,30.4589101,-97.681305
7000838,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1795901569, , ,P,FOOD MANUFACTURER,30.4589101,-97.681305
7000839,APPROVED,14/06/18 00:00,2019,14/06/19 00:00,Business 1869771440, , ,P,FOOD CONFECTIONERY,30.4589101,-97.681305
7000840,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1944552180, , ,P,FOOD MANUFACTURER,30.4589101,-97.681305
7000841,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1641577183, , ,P,FOOD MANUFACTURER,30.4589101,-97.681305
7000842,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 331833177, , ,P,FOOD GROCERY,30.4589101,-97.681305
7000843,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 947218438, , ,S,FOOD SIDEWALK CAFE,30.4593901,-97.687025
7000844,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 690990169, , ,S,WINE D W/STRONG BEER,30.4593901,-97.687025
7000845,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 266979681, , ,S,FOOD CATERERS,30.4593901,-97.687025
7000846,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 541275130, , ,S,WINE E W/STRONG BEER,30.4562601,-97.687745
7000847,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 1187100517, , ,S,FOOD RESTAURANT,30.4562601,-97.687745
7000848,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 1141771209, , ,W,LIQUOR TEMPORARY ON-SALE,30.4534801,-97.685265
7000849,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 2102404678, , ,S,FOOD RESTAURANT,30.4462301,-97.690565
7000850,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 82028133, , ,S,FOOD RESTAURANT,30.4462301,-97.690565
7000851,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1946886858, , ,S,FOOD RESTAURANT,30.4462301,-97.690565
7000852,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1467441957, , ,S,WINE E W/STRONG BEER,30.4462301,-97.690565
7000853,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 847973323, , ,S,FOOD SIDEWALK CAFE,30.4462301,-97.690565
7000854,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 753374785, , ,S,FOOD MANUFACTURER,30.4456701,-97.690565
7000855,APPROVED,16/08/18 00:00,2019,16/08/19 00:00,Business 785399052, , ,S,FOOD SIDEWALK CAFE,30.4456701,-97.690565
7000856,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 871979026, , ,S,FOOD GROCERY,30.4456701,-97.690565
7000857,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1640591834, , ,S,FOOD MEAT MARKET,30.4456701,-97.690565
7000858,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 634872465, , ,S,FOOD MANUFACTURER,30.4456701,-97.690565
7000859,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 599889958, , ,S,FOOD RESTAURANT,30.4453201,-97.690805
7000860,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1391649130, , ,S,FOOD SIDEWALK CAFE,30.4453201,-97.690805
7000861,NEW,04/06/18 10:02,2019,04/06/19 10:02,Business 1165031083, , ,W,FOOD RESTAURANT,30.4453201,-97.690335
7000862,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 2047593827, , ,W,WINE E W/STRONG BEER,30.4453201,-97.690335
7000863,PENDING,20/07/12 00:00,2019,20/07/19 00:00,Business 1647531564,E OLD SETTLERS BLVD,78665,W,LIQUOR CATERING SERVICES,30.5409301,-97.680645
7000864,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1473580930,E OLD SETTLERS BLVD,78665,W,FOOD CATERERS,30.5409301,-97.680645
7000865,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 2106916025,E OLD SETTLERS BLVD,78665,NE,FOOD MARKET MANUFACTURER,30.5391901,-97.674665
7000866,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1305093763,E OLD SETTLERS BLVD,78665,NE,FOOD MANUFACTURER,30.5391901,-97.674665
7000867,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1599268332,E OLD SETTLERS BLVD,78665,NE,FOOD RESTAURANT,30.5391901,-97.674665
7000868,APPROVED,20/09/18 00:00,2019,20/09/19 00:00,Business 1982678413,SUNRISE RD,78665,NE,LIQ ON-SALE B W/SS SERIES 4000,30.5408701,-97.672995
7000869,APPROVED,06/12/18 00:00,2019,06/12/19 00:00,Business 1752936531,E OLD SETTLERS BLVD,78665,NE,LIQUOR TEMPORARY ON-SALE,30.5401101,-97.674255
7000870,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 836974613,LUTHER PETERSON PL,78665,N,FOOD GROCERY,30.5434901,-97.684295
7000871,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 708039410,LUTHER PETERSON PL,78665,N,FOOD MANUFACTURER,30.5434901,-97.684295
7000872,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1406646320,N MAYS ST,78665,P,FOOD MANUFACTURER,30.5394801,-97.687545
7000873,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 2117799212,N MAYS ST,78665,P,LIQ ON-SALE B W/SS SERIES 2000,30.5394801,-97.687705
7000874,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 377216298,N MAYS ST,78665,P,LIQ ON-SALE B W/SS SERIES 2000,30.5394801,-97.687705
7000875,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 1656247311,N MAYS ST,78665,N,FOOD VENDING MACHINE,30.5399601,-97.687475
7000876,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1023970604,JEFFREY WAY,78665,N,FOOD SHELF,30.5399701,-97.690505
7000877,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1178860146,JEFFREY WAY,78665,P,FOOD GROCERY,30.5395201,-97.690515
7000878,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 538643264,JEFFREY WAY,78665,P,BEER OFF-SALE,30.5395201,-97.690515
7000879,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 349719970,N MAYS ST,78665,P,FOOD RESTAURANT,30.5388801,-97.688225
7000880,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 1916445188,GREENHILL DR,78665,N,LIQ ON-SALE C-2 W/SS SERIES 3000,30.5401601,-97.683625
7000881,APPROVED,14/06/18 00:00,2019,14/06/19 00:00,Business 1679043448,GREENHILL DR,78665,N,LIQ ON-SALE E W/SS SERIES 2000,30.5401601,-97.684285
7000883,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 721607242,E OLD SETTLERS BLVD,78665,W,LIQ ON-SALE E W/SS SERIES 4000,30.5398801,-97.680815
7000884,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 33755167,GREENHILL DR,78665,N,FOOD MANUFACTURER,30.5394801,-97.684485
7000885,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2013178073,GREENHILL DR,78665,P,FOOD MOBILE VEHICLE VENDOR,30.5394801,-97.683525
7000886,APPROVED,14/06/18 00:00,2019,14/06/19 00:00,Business 263069871,GREENHILL DR,78665,P,LIQ ON-SALE E W/SS SERIES 3000,30.5394801,-97.683525
7000887,NEW,04/11/18 09:52,2019,04/11/19 09:52,Business 1222883914,GREENHILL DR,78665,N,LIQ ON-SALE E SERIES 4000,30.5399501,-97.684285
7000889,PENDING,28/08/09 00:00,2019,28/08/19 00:00,Business 841266543,GREENHILL DR,78665,P,LIQ ON-SALE A W/SS SERIES 1000,30.5389201,-97.684385
7000890,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 747602520,E OLD SETTLERS BLVD,78665,N,BEER OFF-SALE,30.5358801,-97.683985
7000891,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1814409642,E OLD SETTLERS BLVD,78665,N,FOOD GROCERY,30.5358801,-97.683985
7000892,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 206133415,E OLD SETTLERS BLVD,78665,N,FOOD MANUFACTURER,30.5358801,-97.683985
7000893,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 826656808,N MAYS ST,78665,P,FOOD GROCERY,30.5386201,-97.689775
7000894,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 513340603,N MAYS ST,78665,P,FOOD CONFECTIONERY,30.5386201,-97.689775
7000895,PENDING,11/05/12 00:00,2019,11/05/19 00:00,Business 1165554320,N MAYS ST,78665,P,FOOD MANUFACTURER,30.5386201,-97.689775
7000896,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2022577976,N MAYS ST,78665,P,FOOD GROCERY,30.5386201,-97.689775
7000897,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 181668137,N MAYS ST,78665,P,FOOD GROCERY,30.5386201,-97.689775
7000898,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1130309940,N MAYS ST,78665,P,FOOD RESTAURANT,30.5386201,-97.689775
7000899,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 873306462,N MAYS ST,78665,P,FOOD RESTAURANT,30.5387201,-97.687705
7000900,APPROVED,11/01/18 00:00,2019,11/01/19 00:00,Business 782057726,E OLD SETTLERS BLVD,78664,NE,LIQ ON-SALE E W/SS SERIES 1000,30.5381701,-97.671095
7000901,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1673447249,E OLD SETTLERS BLVD,78665,NE,WINE E W/STRONG BEER,30.5386401,-97.670875
7000902,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 884376485,E OLD SETTLERS BLVD,78664,W,FOOD RESTAURANT,30.5354601,-97.680365
7000903,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1477866280, , ,S,FOOD GROCERY,30.4594701,-97.694185
7000904,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 433767233, , ,S,FOOD MANUFACTURER,30.4594701,-97.694185
7000905,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1353478310, , ,S,FOOD RESTAURANT,30.4526401,-97.711285
7000906,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1489351728, , ,S,FOOD MANUFACTURER,30.4520201,-97.711285
7000907,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1838882618, , ,S,FOOD MANUFACTURER,30.4522401,-97.711395
7000908,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1082593585, , ,W,WINE E W/STRONG BEER,30.4522401,-97.711395
7000909,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1291259066, , ,W,WINE E W/STRONG BEER,30.4522301,-97.693395
7000910,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 509715982, , ,W,FOOD CATERERS,30.4522301,-97.693395
7000911,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1048058538, , ,S,WINE E W/STRONG BEER,30.4522301,-97.693395
7000912,APPROVED,19/07/18 00:00,2019,19/07/19 00:00,Business 1342059196, , ,S,FOOD SIDEWALK CAFE,30.4522301,-97.693395
7000913,APPROVED,19/07/18 00:00,2019,19/07/19 00:00,Business 1515619649, , ,S,WINE E W/STRONG BEER,30.4522301,-97.693395
7000914,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1187373502, , ,W,WINE D W/STRONG BEER,30.4522301,-97.693005
7000915,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 293190206, , ,W,FOOD MANUFACTURER,30.4520301,-97.700525
7000916,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2116484961, , ,S,LIQ OFF-SALE SERIES 2000,30.4466201,-97.691675
7000917,DELINQUENT,29/06/12 00:00,2019,29/06/19 00:00,Business 1728293680,CHISHOLM TRAIL RD,78681,P,FOOD GROCERY,30.5389701,-97.696455
7000918,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1290237233,BECCA TEAL PL,78681,P,FOOD GROCERY,30.5394801,-97.698155
7000919,DELINQUENT,21/09/12 00:00,2019,21/09/19 00:00,Business 253465738,CHISHOLM TRAIL RD,78681,P,FOOD RESTAURANT,30.5389601,-97.697295
7000920,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1413727447,BECCA TEAL PL,78681,P,FOOD MANUFACTURER,30.5389601,-97.697935
7000921,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 551753121,BECCA TEAL PL,78681,P,FOOD RESTAURANT,30.5389601,-97.698245
7000922,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 143591619,BECCA TEAL PL,78681,P,FOOD MOBILE VEHICLE VENDOR,30.5394801,-97.699035
7000923,APPROVED,16/08/18 00:00,2019,16/08/19 00:00,Business 1220985529,BECCA TEAL PL,78681,P,FOOD CATERERS,30.5394801,-97.699035
7000924,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1216169081,BECCA TEAL PL,78681,P,FOOD MANUFACTURER,30.5394801,-97.699035
