CASE#,citycode,caseyear,casenbr,reporteddate,offense,address,ResultCode,ARREST,OFFENSE_CODE,LastUpdateDate,begindate,StartDate,StartTime,EndDate,EndTime,latitude,longitude
3061154,RR,2018,561154,23/10/18 00:36,LOITER,SPRINGRIDGE ST,2,Yes,40,19/02/19 12:18,22/10/18 22:36,10/22/2018,10:36 PM,10/22/2018,10:36 PM,30.50810902,-97.66550535
3061210,RR,2018,561210,13/09/18 17:45,THEFT,N MAYS ST,4,No,7,19/02/19 12:18,13/09/18 15:00,09/13/2018,03:00 PM,09/13/2018,03:00 PM,30.5378217,-97.68970579
3061212,RR,2018,561212,13/09/18 18:41,DASLT5,S MAYS ST,4,Yes,9,19/02/19 12:18,13/09/18 17:40,09/13/2018,05:40 PM,09/13/2018,05:40 PM,30.49434178,-97.67610258
3061218,RR,2018,561218,13/09/18 19:59,RECVEH,SERVICE,2,No,99,19/02/19 12:18,13/09/18 19:01,09/13/2018,07:01 PM,09/13/2018,07:01 PM,30.57593815,-97.69863219
3061234,RR,2018,561234,15/09/18 23:25,NODL,PARKFIELD CIR,4,Yes,99,19/02/19 12:18,15/09/18 23:13,09/15/2018,11:13 PM,09/15/2018,11:13 PM,30.48873036,-97.65863127
3061253,RR,2018,561253,17/09/18 22:47,SHOPLF,RAWHIDE DR,4,Yes,7,19/02/19 12:18,16/09/18 17:20,09/16/2018,05:20 PM,09/16/2018,05:20 PM,30.48937123,-97.68071837
3061351,RR,2018,561351,06/10/18 22:22,POSDPA,QUAIL CREEK DR,2,Yes,40,19/02/19 12:18,06/10/18 22:15,10/06/2018,10:15 PM,06/10/2018,10:15 PM,30.506339,-97.67060179
3061500,RR,2018,561500,25/09/18 20:11,THEFT,N IH 35 FR,4,No,7,19/02/19 12:18,23/09/18 18:00,09/23/2018,06:00 PM,09/23/2018,06:00 PM,30.55937855,-97.69313139
3061525,RR,2018,561525,10/10/18 17:25,TLE,HESTERS CROSSING RD,1,Yes,99,19/02/19 12:18,10/10/18 11:58,10/10/2018,11:58 AM,10/10/2018,11:58 AM,30.48857014,-97.67963499
3061544,RR,2018,561544,15/09/18 18:58,DASLT5,N IH 35 FR,4,Yes,9,19/02/19 12:18,15/09/18 18:10,09/15/2018,06:10 PM,09/15/2018,06:10 PM,30.55539982,-97.69385618
3061574,RR,2018,561574,14/09/18 13:13,THEFT, ,1,No,7,19/02/19 12:18,14/09/18 10:55,09/14/2018,10:55 AM,09/14/2018,10:55 AM,30.45989888,-97.62257475
3061654,RR,2018,561654,26/09/18 00:06,PD, ,4,Yes,99,19/02/19 12:18,25/09/18 22:30,09/25/2018,10:30 PM,09/25/2018,10:30 PM,30.45416157,-97.67931456
3061704,RR,2018,561704,19/09/18 10:05,RCPROP,E PALM VALLEY BLVD,4,No,99,19/02/19 12:18,19/09/18 10:02,09/19/2018,10:02 AM,09/19/2018,10:02 AM,30.51745885,-97.66864866
3061771,RR,2018,561771,26/09/18 12:25,MISPER,E OLD SETTLERS BLVD,1,No,99,19/02/19 12:18,07/09/18 06:00,09/07/2018,06:00 AM,07/09/2018,06:00 AM,30.53409093,-97.68995756
3061792,RR,2018,561792,26/09/18 14:18,NARC,ALLEY ALY,4,Yes,28,19/02/19 12:18,26/09/18 13:17,09/26/2018,01:17 PM,09/26/2018,01:17 PM,30.5096616,-97.68006224
3061794,RR,2018,561794,26/09/18 14:18,WEAP,ALLEY ALY,4,Yes,16,19/02/19 12:18,26/09/18 13:17,09/26/2018,01:17 PM,09/26/2018,01:17 PM,30.5096616,-97.68006224
3061823,RR,2018,561823,17/09/18 23:30,OPBOTT,E PALM VALLEY BLVD,2,Yes,99,19/02/19 12:18,17/09/18 22:05,09/17/2018,10:05 PM,09/17/2018,10:05 PM,30.51888173,-97.67360777
3061827,RR,2018,561827,17/09/18 23:47,WT,HERITAGE CENTER CIR,2,Yes,99,19/02/19 12:18,17/09/18 18:10,09/17/2018,06:10 PM,09/17/2018,06:10 PM,30.51697819,-97.67519469
3061839,RR,2018,561839,18/09/18 01:49,WT,HERITAGE CENTER CIR,2,Yes,99,19/02/19 12:18,18/09/18 00:15,09/18/2018,12:15 AM,09/18/2018,12:15 AM,30.51697819,-97.67519469
3061850,RR,2018,561850,07/11/18 21:16,ASLT2,GREENLAWN BLVD,1,No,5,19/02/19 12:18,31/10/18 20:00,10/31/2018,08:00 PM,10/31/2018,08:00 PM,30.50907033,-97.6626367
3061888,RR,2018,561888,08/01/18 20:38,DASLT2,ADLER FALLS LN,1,No,5,19/02/19 12:18,08/01/18 10:09,01/08/2018,10:09 AM,08/01/2018,10:09 AM,30.51365178,-97.6259622
3061895,RR,2018,561895,05/01/18 00:13,DPGRAF,E PALM VALLEY BLVD,2,No,50,19/02/19 12:18,05/01/18 00:13,01/05/2018,12:13 AM,05/01/2018,12:13 AM,30.51722996,-97.6601953
3061963,RR,2018,561963,01/12/18 09:29,VAFIN,SANIBEL CT,4,No,12,19/02/19 12:18,01/12/18 09:29,12/01/2018,09:29 AM,01/12/2018,09:29 AM,30.55026143,-97.69816679
3061989,RR,2018,561989,08/10/18 17:22,NOINS,GRAY OAK DR,4,Yes,99,19/02/19 12:18,08/10/18 16:25,10/08/2018,04:25 PM,08/10/2018,04:25 PM,30.52823918,-97.705903
3061990,RR,2018,561990,08/10/18 17:22,WEAP,GRAY OAK DR,4,Yes,16,19/02/19 12:18,08/10/18 16:25,10/08/2018,04:25 PM,08/10/2018,04:25 PM,30.52823918,-97.705903
3062062,RR,2018,562062,26/09/18 21:08,BURGD,SETON PKWY,1,Yes,6,19/02/19 12:18,26/09/18 14:00,09/26/2018,02:00 PM,09/26/2018,02:00 PM,30.5644788,-97.6492166
3062139,RR,2018,562139,08/10/18 13:00,LOITER,GARDEN PATH CV,2,Yes,40,19/02/19 12:18,08/10/18 07:00,10/08/2018,07:00 AM,08/10/2018,07:00 AM,30.50403111,-97.6680612
3062166,RR,2018,562166,20/11/18 14:51,NODL,N KENNEY FORT BLVD,2,Yes,99,19/02/19 12:18,20/11/18 14:26,11/20/2018,02:26 PM,11/20/2018,02:26 PM,30.52670186,-97.64115233
3062167,RR,2018,562167,20/11/18 14:50,THEFT,N A W GRIMES BLVD,1,No,7,19/02/19 12:18,20/11/18 14:15,11/20/2018,02:15 PM,11/20/2018,02:15 PM,30.53489964,-97.651658
3062225,RR,2018,562225,17/09/18 08:33,WT,BECCA TEAL PL,4,Yes,99,19/02/19 12:18,17/09/18 07:24,09/17/2018,07:24 AM,09/17/2018,07:24 AM,30.53499882,-97.70158476
3062245,RR,2018,562245,08/10/18 08:05,DTHRET,SERVICE,4,No,99,19/02/19 12:18,08/10/18 04:00,10/08/2018,04:00 AM,08/10/2018,04:00 AM,30.54662984,-97.69563383
3062287,RR,2018,562287,08/10/18 19:55,PUBURN,HERITAGE CENTER CIR,4,Yes,99,19/02/19 12:18,08/10/18 19:01,10/08/2018,07:01 PM,08/10/2018,07:01 PM,30.5170583,-97.67648405
3062297,RR,2018,562297,17/09/18 05:41,ASLT5,E LOGAN ST,2,No,9,19/02/19 12:18,16/09/18 14:00,09/16/2018,02:00 PM,09/16/2018,02:00 PM,30.50279133,-97.66551298
3062351,RR,2018,562351,18/09/18 16:50,IDFRD,SERVICE,4,No,12,19/02/19 12:18,18/09/18 15:00,09/18/2018,03:00 PM,09/18/2018,03:00 PM,30.48625081,-97.68023771
3062429,RR,2018,562429,19/09/18 01:20,DAMMV, ,4,No,15,19/02/19 12:18,19/09/18 00:08,09/19/2018,12:08 AM,09/19/2018,12:08 AM,30.46380894,-97.62046141
3062435,RR,2018,562435,18/09/18 14:59,TRSPAS,HERITAGE CENTER CIR,4,Yes,40,19/02/19 12:18,18/09/18 14:33,09/18/2018,02:33 PM,09/18/2018,02:33 PM,30.51716893,-97.67741484
3062471,RR,2018,562471,19/09/18 08:57,DAC,WEST END PL,4,Yes,99,19/02/19 12:18,19/09/18 08:30,09/19/2018,08:30 AM,09/19/2018,08:30 AM,30.54802983,-97.70954222
3062483,RR,2018,562483,19/09/18 13:10,THEFT,HERITAGE CENTER CIR,4,Yes,7,19/02/19 12:18,19/09/18 12:46,09/19/2018,12:46 PM,09/19/2018,12:46 PM,30.51676076,-97.67588133
3062511,RR,2018,562511,19/09/18 20:02,WT,CHISHOLM TRAIL RD,2,Yes,99,19/02/19 12:18,19/09/18 19:46,09/19/2018,07:46 PM,09/19/2018,07:46 PM,30.5403394,-97.6970529
3062550,RR,2018,562550,19/09/18 17:37,POSDPA,E OAK DR,2,Yes,40,19/02/19 12:18,19/09/18 15:35,09/19/2018,03:35 PM,09/19/2018,03:35 PM,30.52136128,-97.67314238
3062554,RR,2018,562554,19/09/18 19:45,SHOPLF,N MAYS ST,4,No,7,19/02/19 12:18,19/09/18 18:55,09/19/2018,06:55 PM,09/19/2018,06:55 PM,30.53864186,-97.68976683
3062556,RR,2018,562556,19/09/18 20:41,HRPD,LACEY OAK LOOP,2,Yes,99,19/02/19 12:18,19/09/18 20:34,09/19/2018,08:34 PM,09/19/2018,08:34 PM,30.53206151,-97.69861693
3062579,RR,2018,562579,20/11/18 08:30,RCPROP,W MESA PARK DR,2,No,99,19/02/19 12:18,19/11/18 14:45,11/19/2018,02:45 PM,11/19/2018,02:45 PM,30.52868168,-97.67195219
3062580,RR,2018,562580,20/11/18 08:00,ROBPER,ALLEY ALY,2,No,4,19/02/19 12:18,17/11/18 20:00,11/17/2018,08:00 PM,11/17/2018,08:00 PM,30.50281041,-97.65526671
3062627,RR,2018,562627,21/09/18 05:28,DAR,W LOUIS HENNA BLVD,4,Yes,99,19/02/19 12:18,21/09/18 03:43,09/21/2018,03:43 AM,09/21/2018,03:43 AM,30.47946828,-97.67855162
3062635,RR,2018,562635,23/10/18 09:32,SMINOR,VINWOOD CV,1,No,36,19/02/19 12:18,22/10/18 16:49,10/22/2018,04:49 PM,10/22/2018,04:49 PM,30.51359837,-97.63007445
3062638,RR,2018,562638,23/10/18 10:44,DAR,OAK HOLLOW DR,2,Yes,99,19/02/19 12:18,22/10/18 11:30,10/22/2018,11:30 AM,10/22/2018,11:30 AM,30.5331487,-97.70238585
3062725,RR,2018,562725,26/09/18 18:03,FC, ,4,Yes,99,19/02/19 12:18,26/09/18 17:17,09/26/2018,05:17 PM,09/26/2018,05:17 PM,30.55123036,-97.70775694
3062806,RR,2018,562806,09/10/18 01:40,WT,GATTIS SCHOOL RD,1,Yes,99,19/02/19 12:18,08/10/18 21:06,10/08/2018,09:06 PM,08/10/2018,09:06 PM,30.49558919,-97.64617247
3062834,RR,2018,562834,23/10/18 14:22,DASTR,RM 1431,1,No,5,19/02/19 12:18,22/10/18 09:00,10/22/2018,09:00 AM,10/22/2018,09:00 AM,30.55346959,-97.72308439
3062850,RR,2018,562850,20/09/18 19:01,LOITER, ,4,Yes,40,19/02/19 12:18,20/09/18 18:08,09/20/2018,06:08 PM,09/20/2018,06:08 PM,30.55298894,-97.69802183
3062856,RR,2018,562856,20/09/18 21:52,HRNI,TAWAKONI DR,4,Yes,99,19/02/19 12:18,20/09/18 20:44,09/20/2018,08:44 PM,09/20/2018,08:44 PM,30.47767918,-97.65245146
3062858,RR,2018,562858,20/09/18 22:01,TFPER,SWEETGUM LN,1,No,7,19/02/19 12:18,18/09/18 15:05,09/18/2018,03:05 PM,09/18/2018,03:05 PM,30.50744908,-97.64313597
3062868,RR,2018,562868,21/09/18 00:22,TRSPAS,E PALM VALLEY BLVD,1,Yes,40,19/02/19 12:18,20/09/18 23:00,09/20/2018,11:00 PM,09/20/2018,11:00 PM,30.51795094,-97.68004698
3063001,RR,2018,563001,21/09/18 21:35,FC,LARRY LN,1,No,99,19/02/19 12:18,17/09/18 22:55,09/17/2018,10:55 PM,09/17/2018,10:55 PM,30.52105992,-97.67207426
3063074,RR,2018,563074,27/09/18 21:15,MISPER,SH 45,4,No,99,19/02/19 12:18,27/09/18 15:00,09/27/2018,03:00 PM,09/27/2018,03:00 PM,30.48749821,-97.64225859
3063135,RR,2018,563135,24/09/18 18:03,THEFT, ,4,No,7,19/02/19 12:18,24/09/18 13:38,09/24/2018,01:38 PM,09/24/2018,01:38 PM,30.57287114,-97.71183867
3063137,RR,2018,563137,19/11/18 15:19,NARC,DEEP WOOD DR,4,No,28,19/02/19 12:18,19/11/18 15:19,11/19/2018,03:19 PM,11/19/2018,03:19 PM,30.49859135,-97.69789213
3063285,RR,2018,563285,16/11/18 02:45,DAR,WOODGREEN DR,2,Yes,99,19/02/19 12:18,16/11/18 02:34,11/16/2018,02:34 AM,11/16/2018,02:34 AM,30.48845189,-97.69996733
3063301,RR,2018,563301,16/11/18 04:58,THEFT,N RED BUD LN,1,No,7,19/02/19 12:18,16/11/18 00:01,11/16/2018,12:01 AM,11/16/2018,12:01 AM,30.54080098,-97.61463255
3063361,RR,2018,563361,26/09/18 23:35,VICDOG,N IH 35 FR,4,No,99,19/02/19 12:18,26/09/18 18:30,09/26/2018,06:30 PM,09/26/2018,06:30 PM,30.56183903,-97.69189543
3063494,RR,2018,563494,01/11/18 14:35,ASLT5,W OAK DR,4,No,9,19/02/19 12:18,31/10/18 23:20,10/31/2018,11:20 PM,10/31/2018,11:20 PM,30.52057927,-97.67494292
3063504,RR,2018,563504,01/11/18 11:27,NOPROF,JOE DIMAGGIO BLVD,2,Yes,99,19/02/19 12:18,01/11/18 10:55,11/01/2018,10:55 AM,01/11/2018,10:55 AM,30.52376073,-97.64350218
3063589,RR,2018,563589,28/09/18 15:00,NOPROF,N SH 45 W,4,Yes,99,19/02/19 12:18,27/09/18 10:27,09/27/2018,10:27 AM,09/27/2018,10:27 AM,30.47761815,-97.6958856
3063637,RR,2018,563637,04/10/18 19:47,CONSME,WEST END PL,2,Yes,36,19/02/19 12:18,04/10/18 16:44,10/04/2018,04:44 PM,04/10/2018,04:44 PM,30.5439481,-97.71115202
3063674,RR,2018,563674,23/10/18 09:12,NOPROF,LA FRONTERA BLVD,2,Yes,99,19/02/19 12:18,23/10/18 08:40,10/23/2018,08:40 AM,10/23/2018,08:40 AM,30.48300068,-97.68599791
3063680,RR,2018,563680,23/10/18 12:25,DAMPRP,RM 1431,4,Yes,15,19/02/19 12:18,23/10/18 10:36,10/23/2018,10:36 AM,10/23/2018,10:36 AM,30.5535001,-97.70573515
3063698,RR,2018,563698,09/10/18 13:14,LIQCHK,SUGAR BERRY CV,4,No,99,19/02/19 12:18,08/10/18 12:15,10/08/2018,12:15 PM,08/10/2018,12:15 PM,30.5130605,-97.65110869
3063718,RR,2018,563718,09/10/18 16:23,DAR,CREEK BEND BLVD,2,Yes,99,19/02/19 12:18,08/10/18 15:46,10/08/2018,03:46 PM,08/10/2018,03:46 PM,30.53885167,-97.71116728
3063847,RR,2018,563847,25/09/18 13:36,CIC, ,1,No,50,19/02/19 12:18,25/09/18 11:15,09/25/2018,11:15 AM,09/25/2018,11:15 AM,30.54984181,-97.65540404
3063858,RR,2018,563858,25/09/18 19:09,BURGD,TIGER TRL,1,No,6,19/02/19 12:18,25/09/18 08:00,09/25/2018,08:00 AM,09/25/2018,08:00 AM,30.53185933,-97.66350645
3063921,RR,2018,563921,11/10/18 18:30,OBSTRU,N LEWIS ST,4,Yes,40,19/02/19 12:18,11/10/18 17:35,10/11/2018,05:35 PM,11/10/2018,05:35 PM,30.51449864,-97.67657561
3063987,RR,2018,563987,09/10/18 13:10,NARC,E OLD BOWMAN RD,4,Yes,28,19/02/19 12:18,09/10/18 12:30,10/09/2018,12:30 PM,09/10/2018,12:30 PM,30.52464955,-97.68299193
3064008,RR,2018,564008,28/09/18 22:20,LOITER,E LOGAN ST,2,Yes,40,19/02/19 12:18,28/09/18 22:08,09/28/2018,10:08 PM,09/28/2018,10:08 PM,30.50279133,-97.66551298
3064028,RR,2018,564028,29/09/18 13:55,SHOPLF, ,4,No,7,19/02/19 12:18,29/09/18 12:30,09/29/2018,12:30 PM,09/29/2018,12:30 PM,30.46980183,-97.65600676
3064040,RR,2018,564040,09/10/18 19:10,BOMB,CASEY LN,4,No,9,19/02/19 12:18,09/10/18 16:55,10/09/2018,04:55 PM,09/10/2018,04:55 PM,30.5108289,-97.66269774
3064114,RR,2018,564114,11/10/18 23:13,WT,PARKFIELD CIR,2,Yes,99,19/02/19 12:18,11/10/18 21:07,10/11/2018,09:07 PM,11/10/2018,09:07 PM,30.48844044,-97.65801329
3064117,RR,2018,564117,11/10/18 23:30,DAC,PROVIDENT LN,2,Yes,99,19/02/19 12:18,11/10/18 21:52,10/11/2018,09:52 PM,11/10/2018,09:52 PM,30.52202885,-97.66540617
3064118,RR,2018,564118,11/10/18 23:30,NOPROF,PROVIDENT LN,2,Yes,99,19/02/19 12:18,11/10/18 21:52,10/11/2018,09:52 PM,11/10/2018,09:52 PM,30.52202885,-97.66540617
3064149,RR,2018,564149,11/10/18 21:06,WT,CR 172,2,Yes,99,19/02/19 12:18,11/10/18 19:29,10/11/2018,07:29 PM,11/10/2018,07:29 PM,30.48844044,-97.696145
3064157,RR,2018,564157,11/10/18 22:38,DAS,N IH 35 FR,4,Yes,99,19/02/19 12:18,11/10/18 18:29,10/11/2018,06:29 PM,11/10/2018,06:29 PM,30.55987828,-97.69386381
3064212,RR,2018,564212,12/10/18 03:36,CONSME,E PALM VALLEY BLVD,1,Yes,36,19/02/19 12:18,29/09/18 01:15,09/29/2018,01:15 AM,09/29/2018,01:15 AM,30.51978963,-97.67584318
3064217,RR,2018,564217,12/10/18 04:55,FC,T C OATTS LN,4,No,99,19/02/19 12:18,12/10/18 03:53,10/12/2018,03:53 AM,12/10/2018,03:53 AM,30.54242985,-97.61612791
3064246,RR,2018,564246,27/09/18 13:37,PI, ,2,No,99,19/02/19 12:18,26/09/18 12:51,09/26/2018,12:51 PM,09/26/2018,12:51 PM,30.45260899,-97.73200316
3064276,RR,2018,564276,27/09/18 19:35,DAS,RM 1431,2,Yes,99,19/02/19 12:18,27/09/18 14:08,09/27/2018,02:08 PM,09/27/2018,02:08 PM,30.55330937,-97.70992369
3064290,RR,2018,564290,28/09/18 20:00,HRWI,CREEK BEND CIR,2,No,99,19/02/19 12:18,28/09/18 19:15,09/28/2018,07:15 PM,09/28/2018,07:15 PM,30.52431004,-97.71634764
3064292,RR,2018,564292,28/09/18 21:03,NOPROF,PLANTATION CV,2,Yes,99,19/02/19 12:18,28/09/18 20:36,09/28/2018,08:36 PM,09/28/2018,08:36 PM,30.53156941,-97.70490355
3064324,RR,2018,564324,28/09/18 16:26,CCATM,E PALM VALLEY BLVD,2,No,12,19/02/19 12:18,27/09/18 17:35,09/27/2018,05:35 PM,09/27/2018,05:35 PM,30.51806157,-97.6777429
3064387,RR,2018,564387,04/10/18 14:30,DAR,LOUIS HENNA BLVD,4,Yes,99,19/02/19 12:18,03/10/18 22:40,10/03/2018,10:40 PM,03/10/2018,10:40 PM,30.48258107,-97.66971678
3064427,RR,2018,564427,12/10/18 09:37,FALSNM,PRAIRIE STAR LN,2,Yes,40,19/02/19 12:18,12/10/18 08:34,10/12/2018,08:34 AM,12/10/2018,08:34 AM,30.5268697,-97.65778441
3064445,RR,2018,564445,11/10/18 16:01,THEFT,MEADOW PARK DR,1,No,7,19/02/19 12:18,29/09/18 13:00,09/29/2018,01:00 PM,09/29/2018,01:00 PM,30.54542058,-97.660325
3064461,RR,2018,564461,12/10/18 08:28,THEFT,PECAN LN,4,No,7,19/02/19 12:18,12/10/18 04:00,10/12/2018,04:00 AM,12/10/2018,04:00 AM,30.5159406,-97.66815275
3064463,RR,2018,564463,12/10/18 09:30,DAR,SERVICE,2,Yes,99,19/02/19 12:18,12/10/18 08:21,10/12/2018,08:21 AM,12/10/2018,08:21 AM,30.5437917,-97.69706816
3064489,RR,2018,564489,07/10/18 12:35,THEFT,GREENLAWN BLVD,4,No,7,19/02/19 12:18,07/10/18 12:35,10/07/2018,12:35 PM,07/10/2018,12:35 PM,30.50852101,-97.66186613
3064503,RR,2018,564503,22/10/18 12:05,RECVEH,SERVICE,4,No,99,19/02/19 12:18,22/10/18 11:45,10/22/2018,11:45 AM,10/22/2018,11:45 AM,30.57958119,-97.69657225
3064510,RR,2018,564510,22/10/18 12:00,TFMV,OAKMONT DR,4,No,7,19/02/19 12:18,21/10/18 22:00,10/21/2018,10:00 PM,10/21/2018,10:00 PM,30.56117909,-97.68837828
3064565,RR,2018,564565,29/09/18 23:18,DISCON,E PALM VALLEY BLVD,2,Yes,38,19/02/19 12:18,29/09/18 22:48,09/29/2018,10:48 PM,09/29/2018,10:48 PM,30.51806157,-97.6777429
3064598,RR,2018,564598,30/09/18 12:54,TRSPAS,BELLVIEW AVE,2,Yes,40,19/02/19 12:18,30/09/18 12:45,09/30/2018,12:45 PM,09/30/2018,12:45 PM,30.50276845,-97.68077177
3064627,RR,2018,564627,24/10/18 09:59,NOPROF, ,1,Yes,99,19/02/19 12:18,20/05/18 11:19,05/20/2018,11:19 AM,05/20/2018,11:19 AM,30.43836873,-97.65073485
3064647,RR,2018,564647,12/10/18 13:55,PROSTU,PARKFIELD CIR,2,No,17,19/02/19 12:18,11/10/18 19:30,10/11/2018,07:30 PM,11/10/2018,07:30 PM,30.48845189,-97.65926451
3064653,RR,2018,564653,12/10/18 13:50,TFMV,WILLOW WAY,4,No,7,19/02/19 12:18,09/10/18 22:30,10/09/2018,10:30 PM,09/10/2018,10:30 PM,30.51496022,-97.6497354
3064696,RR,2018,564696,23/10/18 22:00,NARC,W OLD SETTLERS BLVD,1,No,28,19/02/19 12:18,23/10/18 19:45,10/23/2018,07:45 PM,10/23/2018,07:45 PM,30.53655903,-97.6984033
3064710,RR,2018,564710,01/11/18 23:31,TRSPAS,CREEK CREST WAY,1,Yes,40,19/02/19 12:18,01/11/18 16:13,11/01/2018,04:13 PM,01/11/2018,04:13 PM,30.51050847,-97.65312285
3064750,RR,2018,564750,01/10/18 00:40,TLE,DESERT CANDLE DR,2,Yes,99,19/02/19 12:18,30/09/18 19:14,09/30/2018,07:14 PM,09/30/2018,07:14 PM,30.54067128,-97.71373839
3064752,RR,2018,564752,01/10/18 01:00,WT,CHISHOLM TRAIL RD,2,Yes,99,19/02/19 12:18,30/09/18 20:33,09/30/2018,08:33 PM,09/30/2018,08:33 PM,30.53922932,-97.69554228
3064754,RR,2018,564754,27/09/18 14:24,DAMPRP,MCNEIL RD,4,No,15,19/02/19 12:18,27/09/18 13:33,09/27/2018,01:33 PM,09/27/2018,01:33 PM,30.50126164,-97.6837625
3064781,RR,2018,564781,30/09/18 23:27,FLSTPS,SETTLEMENT DR,2,Yes,99,19/02/19 12:18,30/09/18 22:53,09/30/2018,10:53 PM,09/30/2018,10:53 PM,30.54315083,-97.66604704
3064961,RR,2018,564961,01/10/18 17:39,BURGD,TREY ST,4,No,6,19/02/19 12:18,01/10/18 13:00,10/01/2018,01:00 PM,01/10/2018,01:00 PM,30.49592869,-97.68771452
3064982,RR,2018,564982,02/10/18 00:27,CURFEW,HALEYS WAY,1,Yes,42,19/02/19 12:18,02/10/18 00:04,10/02/2018,12:04 AM,02/10/2018,12:04 AM,30.56059926,-97.67229552
3065005,RR,2018,565005,28/09/18 15:30,NOPROF,MCNEIL RD,1,Yes,99,19/02/19 12:18,27/09/18 13:26,09/27/2018,01:26 PM,09/27/2018,01:26 PM,30.50541966,-97.67954344
3065029,RR,2018,565029,02/10/18 12:10,RECVEH,S ROSENBOROUGH LN,4,No,99,19/02/19 12:18,02/10/18 11:50,10/02/2018,11:50 AM,02/10/2018,11:50 AM,30.49679082,-97.6387567
3065050,RR,2018,565050,13/10/18 12:22,POSDPA,E PALM VALLEY BLVD,2,Yes,40,19/02/19 12:18,12/10/18 23:52,10/12/2018,11:52 PM,12/10/2018,11:52 PM,30.51806157,-97.6777429
3065143,RR,2018,565143,13/10/18 03:20,TFPER, ,10,No,7,19/02/19 12:18,13/10/18 01:00,10/13/2018,01:00 AM,10/13/2018,01:00 AM,30.41683858,-97.94308562
3065147,RR,2018,565147,13/10/18 03:50,TFMV,E PALM VALLEY BLVD,2,No,7,19/02/19 12:18,12/10/18 19:15,10/12/2018,07:15 PM,12/10/2018,07:15 PM,30.51621144,-97.66104216
3065164,RR,2018,565164,13/10/18 05:03,FORCE,SERVICE,1,Yes,99,19/02/19 12:18,13/10/18 00:21,10/13/2018,12:21 AM,10/13/2018,12:21 AM,30.51800816,-97.63852781
3065225,RR,2018,565225,02/10/18 18:48,WT,CLEARVIEW LOOP,1,Yes,99,19/02/19 12:18,02/10/18 16:11,10/02/2018,04:11 PM,02/10/2018,04:11 PM,30.50345891,-97.66282744
3065242,RR,2018,565242,03/10/18 09:53,BURGD,DALEA ST,4,No,6,19/02/19 12:18,03/10/18 09:15,10/03/2018,09:15 AM,03/10/2018,09:15 AM,30.54099934,-97.72044462
3065251,RR,2018,565251,03/10/18 12:54,AUTOTH,RM 1431,4,No,8,19/02/19 12:18,03/10/18 10:00,10/03/2018,10:00 AM,03/10/2018,10:00 AM,30.56241124,-97.70015806
3065269,RR,2018,565269,12/10/18 21:52,NODL, ,2,Yes,99,19/02/19 12:18,12/10/18 19:44,10/12/2018,07:44 PM,12/10/2018,07:44 PM,30.57347005,-97.71147246
3065286,RR,2018,565286,03/10/18 12:55,FC,HIDDEN SPRINGS PATH,1,No,99,19/02/19 12:18,03/10/18 07:26,10/03/2018,07:26 AM,03/10/2018,07:26 AM,30.56782048,-97.66704649
3065295,RR,2018,565295,21/11/18 01:05,DAMPRP,DELL WAY,4,Yes,15,19/02/19 12:18,21/11/18 00:37,11/21/2018,12:37 AM,11/21/2018,12:37 AM,30.48718159,-97.6677484
3065334,RR,2018,565334,02/10/18 22:41,FLSTPL, ,2,Yes,99,19/02/19 12:18,02/10/18 20:40,10/02/2018,08:40 PM,02/10/2018,08:40 PM,30.57139866,-97.71144194
3065469,RR,2018,565469,08/11/18 16:53,SHOPLF,DOUBLE CREEK DR,1,No,7,19/02/19 12:18,07/11/18 13:14,11/07/2018,01:14 PM,07/11/2018,01:14 PM,30.48858159,-97.64409727
3065561,RR,2018,565561,13/11/18 20:45,BURGD, ,4,No,6,19/02/19 12:18,13/11/18 08:00,11/13/2018,08:00 AM,11/13/2018,08:00 AM,30.59062092,-97.69098753
3065586,RR,2018,565586,14/11/18 19:45,RCPROP,N MAYS ST,2,No,99,19/02/19 12:18,14/11/18 15:51,11/14/2018,03:51 PM,11/14/2018,03:51 PM,30.53922169,-97.68789763
3065632,RR,2018,565632,14/11/18 14:34,TLE,E ANDERSON AVE,4,Yes,99,19/02/19 12:18,22/10/18 10:42,10/22/2018,10:42 AM,10/22/2018,10:42 AM,30.51162999,-97.67723173
3065633,RR,2018,565633,14/11/18 14:40,THEFT,LARRY LN,1,No,7,19/02/19 12:18,14/11/18 10:00,11/14/2018,10:00 AM,11/14/2018,10:00 AM,30.52091878,-97.67210478
3065662,RR,2018,565662,03/11/18 01:10,TFMV,FLINTROCK DR,2,No,7,19/02/19 12:18,02/11/18 19:40,11/02/2018,07:40 PM,02/11/2018,07:40 PM,30.49203007,-97.69612211
3065675,RR,2018,565675,02/11/18 23:00,PI,N IH 35 FR,4,No,99,19/02/19 12:18,02/11/18 18:00,11/02/2018,06:00 PM,02/11/2018,06:00 PM,30.56119816,-97.69442839
3065694,RR,2018,565694,04/11/18 01:41,ASLT5,PECAN AVE,4,No,9,19/02/19 12:18,04/11/18 01:15,11/04/2018,01:15 AM,04/11/2018,01:15 AM,30.51452153,-97.67474455
3065750,RR,2018,565750,14/12/18 09:23,DAMMV,BROKEN BOW DR,4,No,15,19/02/19 12:18,14/12/18 01:00,12/14/2018,01:00 AM,12/14/2018,01:00 AM,30.48712819,-97.685502
