PID,ADDRESS,ZIP,TYPE,PERMIT,DECISION,PER_TYPE_DESC,STATUS,StartDate,StartTime,EndDate,EndTime,ISSUEDATE,EXPIRE_YEAR,EXPIRE_DATE,PER_TYPE,CON_N AME,PER_DECISION,APN,X,Y,LATITUDE,LONGITUDE,LastUpdateDate
1000448,"E OLD SETTLERS BLVD",78665,"L271",20448,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","12/15/2013","12:00 AM","12/15/2014","12:00 AM",11/01/18 00:00,2013,15/12/19 00:00,"L271","Event 364501435","INACTIVE",5000448,-10382913.9381,5621524.2623,30.5401,-97.674255,19/02/19 14:46
1000004,"LOUIS HENNA BLVD",78664,"L021",20004,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",27/01/18 00:00,2013,17/12/19 00:00,"L021","Event 72421","INACTIVE",5000004,-10378816.5629,5613323.095,30.48798,-97.637455,19/02/19 14:46
1000870,"FANNIN AVE",78664,"L021",20870,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",17/12/18 00:00,2013,17/12/19 00:00,"L021","Event 1082148285","INACTIVE",5000870,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000871,"FANNIN AVE",78664,"L021",20871,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",17/12/18 00:00,2013,17/12/19 00:00,"L021","Event 78101182","INACTIVE",5000871,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000872,"FANNIN AVE",78664,"L021",20872,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",17/12/18 00:00,2013,17/12/19 00:00,"L021","Event 1503070932","INACTIVE",5000872,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000873,"FANNIN AVE",78664,"L021",20873,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",17/12/18 00:00,2013,17/12/19 00:00,"L021","Event 1140448521","INACTIVE",5000873,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000874,"FANNIN AVE",78664,"L021",20874,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",17/12/18 00:00,2013,17/12/19 00:00,"L021","Event 1389396533","INACTIVE",5000874,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000875,"FANNIN AVE",78664,"L021",20875,"INACTIVE","TEMP. WINE","DONE","12/17/2013","12:00 AM","12/17/2014","12:00 AM",17/12/18 00:00,2013,17/12/19 00:00,"L021","Event 1678753648","INACTIVE",5000875,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000876,"FANNIN AVE",78664,"L021",20876,"INACTIVE","TEMP. WINE","DONE","12/19/2013","12:00 AM","12/19/2014","12:00 AM",09/01/18 00:00,2013,19/12/19 00:00,"L021","Event 146021798","INACTIVE",5000876,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000877,"FANNIN AVE",78664,"L021",20877,"INACTIVE","TEMP. WINE","DONE","12/19/2013","12:00 AM","12/19/2014","12:00 AM",09/01/18 00:00,2013,19/12/19 00:00,"L021","Event 2090276100","INACTIVE",5000877,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000878,"FANNIN AVE",78664,"L021",20878,"INACTIVE","TEMP. WINE","DONE","12/19/2013","12:00 AM","12/19/2014","12:00 AM",09/01/18 00:00,2013,19/12/19 00:00,"L021","Event 630010799","INACTIVE",5000878,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000879,"FANNIN AVE",78664,"L021",20879,"INACTIVE","TEMP. WINE","DONE","12/19/2013","12:00 AM","12/19/2014","12:00 AM",09/01/18 00:00,2013,19/12/19 00:00,"L021","Event 253246488","INACTIVE",5000879,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000880,"FANNIN AVE",78664,"L021",20880,"INACTIVE","TEMP. WINE","DONE","12/19/2013","12:00 AM","12/19/2014","12:00 AM",09/01/18 00:00,2013,19/12/19 00:00,"L021","Event 156477729","INACTIVE",5000880,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000881,"FANNIN AVE",78664,"L021",20881,"INACTIVE","TEMP. WINE","DONE","12/19/2013","12:00 AM","12/19/2014","12:00 AM",09/01/18 00:00,2013,19/12/19 00:00,"L021","Event 2015951701","INACTIVE",5000881,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000894,"FANNIN AVE",78664,"L021",20894,"INACTIVE","TEMP. WINE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",21/12/18 00:00,2013,21/12/19 00:00,"L021","Event 873905323","INACTIVE",5000894,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000895,"FANNIN AVE",78664,"L021",20895,"INACTIVE","TEMP. WINE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",21/12/18 00:00,2013,21/12/19 00:00,"L021","Event 445539645","INACTIVE",5000895,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000896,"FANNIN AVE",78664,"L021",20896,"INACTIVE","TEMP. WINE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",21/12/18 00:00,2013,21/12/19 00:00,"L021","Event 1439048632","INACTIVE",5000896,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000897,"FANNIN AVE",78664,"L021",20897,"INACTIVE","TEMP. WINE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",21/12/18 00:00,2013,21/12/19 00:00,"L021","Event 1425407796","INACTIVE",5000897,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000898,"FANNIN AVE",78664,"L021",20898,"INACTIVE","TEMP. WINE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",21/12/18 00:00,2013,21/12/19 00:00,"L021","Event 957512842","INACTIVE",5000898,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1000899,"FANNIN AVE",78664,"L021",20899,"INACTIVE","TEMP. WINE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",21/12/18 00:00,2013,21/12/19 00:00,"L021","Event 775278926","INACTIVE",5000899,-10383327.5864,5617546.564,30.51483,-97.677975,19/02/19 14:46
1001280,"S STONE ST",78664,"L271",21280,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","12/21/2013","12:00 AM","12/21/2014","12:00 AM",11/01/18 00:00,2013,21/12/19 00:00,"L271","Event 1919528206","INACTIVE",5001280,-10382862.3927,5616691.0714,30.50939,-97.673795,19/02/19 14:46
1000019,"W PFLUGERVILLE PKWY",78664,"L033",20019,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/01/2018,"12:00 AM",02/01/2019,"12:00 AM",07/06/18 00:00,2013,01/02/19 00:00,"L033","Event 609619629","INACTIVE",5000019,-10381443.5705,5611546.953,30.47669,-97.661045,19/02/19 14:46
1000108,"W MESSICK LOOP",78681,"L033",20108,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/01/2018,"12:00 AM",02/01/2019,"12:00 AM",03/05/18 00:00,2013,01/02/19 00:00,"L033","Event 1003254009","INACTIVE",5000108,-10386103.3309,5613351.6895,30.48816,-97.702905,19/02/19 14:46
1000133,"N IH 35 FR",78681,"L033",20133,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/01/2018,"12:00 AM",02/01/2019,"12:00 AM",18/04/18 00:00,2013,01/02/19 00:00,"L033","Event 628842689","INACTIVE",5000133,-10385520.2123,5625379.6361,30.56458,-97.697675,19/02/19 14:46
1000318,"HORSEMAN CV",78665,"L033",20318,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/01/2018,"12:00 AM",02/01/2019,"12:00 AM",01/07/18 00:00,2013,01/02/19 00:00,"L033","Event 1209443590","INACTIVE",5000318,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1001354,"S IH 35 FWY",78681,"L033",21354,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/01/2018,"12:00 AM",02/01/2019,"12:00 AM",01/07/18 00:00,2013,01/02/19 00:00,"L033","Event 1753802595","INACTIVE",5001354,-10383701.396,5615142.7934,30.49955,-97.681335,19/02/19 14:46
1001355,"S IH 35 FWY",78681,"L033",21355,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/01/2018,"12:00 AM",02/01/2019,"12:00 AM",01/07/18 00:00,2013,01/02/19 00:00,"L033","Event 511200207","INACTIVE",5001355,-10383701.396,5615142.7934,30.49955,-97.681335,19/02/19 14:46
1000264,"BRENDA LN",78665,"L271",20264,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/04/2018,"12:00 AM",02/04/2019,"12:00 AM",27/01/18 00:00,2013,04/02/19 00:00,"L271","Event 146817195","INACTIVE",5000264,-10378349.7127,5621249.5974,30.53835,-97.633255,19/02/19 14:46
1000350,"SUNDANCE DR",78665,"L271",20350,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/04/2018,"12:00 AM",02/04/2019,"12:00 AM",27/01/18 00:00,2013,04/02/19 00:00,"L271","Event 2135497885","INACTIVE",5000350,-10381856.8825,5621714.7428,30.54131,-97.664765,19/02/19 14:46
1000447,"E OLD SETTLERS BLVD",78665,"L271",20447,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/04/2018,"12:00 AM",02/04/2019,"12:00 AM",10/02/18 00:00,2013,04/02/19 00:00,"L271","Event 2141527629","INACTIVE",5000447,-10382913.9381,5621524.2623,30.5401,-97.674255,19/02/19 14:46
1000297,"HORSEMAN CV",78665,"L033",20297,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/05/2018,"12:00 AM",02/05/2019,"12:00 AM",15/02/18 00:00,2013,05/02/19 00:00,"L033","Event 54269355","INACTIVE",5000297,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1000548,"W MESA PARK DR",78664,"L271",20548,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/05/2018,"12:00 AM",02/05/2019,"12:00 AM",24/02/18 00:00,2013,05/02/19 00:00,"L271","Event 906463445","INACTIVE",5000548,-10382609.1457,5619092.6722,30.52465,-97.671515,19/02/19 14:46
1000270,"BLUFFS LANDING WAY",78665,"L271",20270,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/06/2018,"12:00 AM",02/06/2019,"12:00 AM",12/02/18 00:00,2013,06/02/19 00:00,"L271","Event 596242687","INACTIVE",5000270,-10380576.1272,5622158.7622,30.54413,-97.653255,19/02/19 14:46
1001375,"PARKFIELD CIR",78664,"L271",21375,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/06/2018,"12:00 AM",02/06/2019,"12:00 AM",29/01/18 00:00,2013,06/02/19 00:00,"L271","Event 961664626","INACTIVE",5001375,-10381284.0901,5613638.546,30.48999,-97.659615,19/02/19 14:46
1000767,"GUNSIGHT DR",78665,"L271",20767,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/07/2018,"12:00 AM",02/07/2019,"12:00 AM",08/02/18 00:00,2013,07/02/19 00:00,"L271","Event 1454708450","INACTIVE",5000767,-10379083.964,5615702.3403,30.5031,-97.639855,19/02/19 14:46
1000276,"MASTIFF CV",78664,"L271",20276,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/08/2018,"12:00 AM",02/08/2019,"12:00 AM",22/02/18 00:00,2013,08/02/19 00:00,"L271","Event 113996121","INACTIVE",5000276,-10380715.756,5621759.5335,30.54159,-97.654515,19/02/19 14:46
1000303,"HORSEMAN CV",78665,"L033",20303,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/08/2018,"12:00 AM",02/08/2019,"12:00 AM",11/02/18 00:00,2013,08/02/19 00:00,"L033","Event 166070989","INACTIVE",5000303,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1001231,"CHISHOLM TRAIL RD",78681,"L271",21231,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/09/2018,"12:00 AM",02/09/2019,"12:00 AM",22/02/18 00:00,2013,09/02/19 00:00,"L271","Event 1492424170","INACTIVE",5001231,-10384587.0269,5617272.5904,30.51308,-97.689285,19/02/19 14:46
1001388,"SUNDROP PL",78665,"L271",21388,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/10/2018,"12:00 AM",02/10/2019,"12:00 AM",15/02/18 00:00,2013,10/02/19 00:00,"L271","Event 333536483","INACTIVE",5001388,-10379326.3563,5615607.6633,30.5025,-97.642035,19/02/19 14:46
1000294,"HORSEMAN CV",78665,"L033",20294,"INACTIVE","BEER-TEMP ON-SALE","DONE",02/12/2018,"12:00 AM",02/12/2019,"12:00 AM",08/02/18 00:00,2013,12/02/19 00:00,"L033","Event 2115050437","INACTIVE",5000294,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1000346,"SUNDANCE DR",78665,"L271",20346,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE",02/12/2018,"12:00 AM",02/12/2019,"12:00 AM",27/01/18 00:00,2013,12/02/19 00:00,"L271","Event 577083108","INACTIVE",5000346,-10381906.5896,5621714.6886,30.54131,-97.665205,19/02/19 14:46
1000300,"HORSEMAN CV",78665,"L033",20300,"INACTIVE","BEER-TEMP ON-SALE","DONE","02/16/2013","12:00 AM","02/16/2014","12:00 AM",12/02/18 00:00,2013,16/02/19 00:00,"L033","Event 1962003792","INACTIVE",5000300,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1001236,"CHISHOLM TRAIL RD",78681,"L271",21236,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/16/2013","12:00 AM","02/16/2014","12:00 AM",29/01/18 00:00,2013,16/02/19 00:00,"L271","Event 694047186","INACTIVE",5001236,-10384587.0269,5617272.5904,30.51308,-97.689285,19/02/19 14:46
1000311,"HORSEMAN CV",78665,"L033",20311,"INACTIVE","BEER-TEMP ON-SALE","DONE","02/17/2013","12:00 AM","02/17/2014","12:00 AM",28/01/18 00:00,2013,17/02/19 00:00,"L033","Event 1556607024","INACTIVE",5000311,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1000568,"W OAK DR",78664,"L271",20568,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/17/2013","12:00 AM","02/17/2014","12:00 AM",08/03/18 00:00,2013,17/02/19 00:00,"L271","Event 1583131526","INACTIVE",5000568,-10383136.6463,5618577.4868,30.52138,-97.676255,19/02/19 14:46
1001245,"CHISHOLM TRAIL RD",78681,"L271",21245,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/17/2013","12:00 AM","02/17/2014","12:00 AM",20/02/18 00:00,2013,17/02/19 00:00,"L271","Event 917229491","INACTIVE",5001245,-10384587.0269,5617272.5904,30.51308,-97.689285,19/02/19 14:46
1000783,"SUGAR BERRY CV",78664,"L271",20783,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/18/2013","12:00 AM","02/18/2014","12:00 AM",30/03/18 00:00,2013,18/02/19 00:00,"L271","Event 728800931","INACTIVE",5000783,-10380314.0122,5617357.3139,30.51362,-97.650905,19/02/19 14:46
1000085,"MCNEIL RD",78681,"L021",20085,"INACTIVE","TEMP. WINE","DONE","02/19/2013","12:00 AM","02/19/2014","12:00 AM",21/03/18 00:00,2013,19/02/19 00:00,"L021","Event 814307985","INACTIVE",5000085,-10385596.1505,5613079.6,30.48643,-97.698355,19/02/19 14:46
1000307,"HORSEMAN CV",78665,"L033",20307,"INACTIVE","BEER-TEMP ON-SALE","DONE","02/20/2013","12:00 AM","02/20/2014","12:00 AM",23/02/18 00:00,2013,20/02/19 00:00,"L033","Event 1945592744","INACTIVE",5000307,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1000293,"HORSEMAN CV",78665,"L033",20293,"INACTIVE","BEER-TEMP ON-SALE","DONE","02/21/2013","12:00 AM","02/21/2014","12:00 AM",10/02/18 00:00,2013,21/02/19 00:00,"L033","Event 186970359","INACTIVE",5000293,-10381916.8725,5622290.9396,30.54497,-97.665305,19/02/19 14:46
1000214," "," ","L271",20214,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",08/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1234638966","INACTIVE",5000214,-10383839.305,5608910.2441,30.45992,-97.682575,19/02/19 14:46
1000215," "," ","L271",20215,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",08/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1335958114","INACTIVE",5000215,-10383839.305,5608910.2441,30.45992,-97.682575,19/02/19 14:46
1000351,"SUNRISE RD",78665,"L271",20351,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1361984635","INACTIVE",5000351,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000352,"SUNRISE RD",78665,"L271",20352,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 267418698","INACTIVE",5000352,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000353,"SUNRISE RD",78665,"L271",20353,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1662466000","INACTIVE",5000353,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000354,"SUNRISE RD",78665,"L271",20354,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 2055800877","INACTIVE",5000354,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000355,"SUNRISE RD",78665,"L271",20355,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 682924764","INACTIVE",5000355,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000356,"SUNRISE RD",78665,"L271",20356,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 689584185","INACTIVE",5000356,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000357,"SUNRISE RD",78665,"L271",20357,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1783652186","INACTIVE",5000357,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000358,"SUNRISE RD",78665,"L271",20358,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 2047978276","INACTIVE",5000358,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000359,"SUNRISE RD",78665,"L271",20359,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 916722272","INACTIVE",5000359,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000360,"SUNRISE RD",78665,"L271",20360,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 148471310","INACTIVE",5000360,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000361,"SUNRISE RD",78665,"L271",20361,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1848474362","INACTIVE",5000361,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000362,"SUNRISE RD",78665,"L271",20362,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1684128902","INACTIVE",5000362,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000363,"SUNRISE RD",78665,"L271",20363,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 233078094","INACTIVE",5000363,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000364,"SUNRISE RD",78665,"L271",20364,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1641698296","INACTIVE",5000364,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000365,"SUNRISE RD",78665,"L271",20365,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 411894149","INACTIVE",5000365,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000366,"SUNRISE RD",78665,"L271",20366,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 803152309","INACTIVE",5000366,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000367,"SUNRISE RD",78665,"L271",20367,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 848745257","INACTIVE",5000367,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000368,"SUNRISE RD",78665,"L271",20368,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1678572362","INACTIVE",5000368,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000369,"SUNRISE RD",78665,"L271",20369,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1877783891","INACTIVE",5000369,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000370,"SUNRISE RD",78665,"L271",20370,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 22909970","INACTIVE",5000370,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000371,"SUNRISE RD",78665,"L271",20371,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 789477049","INACTIVE",5000371,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000372,"SUNRISE RD",78665,"L271",20372,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1770776807","INACTIVE",5000372,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000373,"SUNRISE RD",78665,"L271",20373,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1133897410","INACTIVE",5000373,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000374,"SUNRISE RD",78665,"L271",20374,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 1413550021","INACTIVE",5000374,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000375,"SUNRISE RD",78665,"L271",20375,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 851659870","INACTIVE",5000375,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000376,"SUNRISE RD",78665,"L271",20376,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 462867636","INACTIVE",5000376,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000377,"SUNRISE RD",78665,"L271",20377,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 2126178817","INACTIVE",5000377,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000378,"SUNRISE RD",78665,"L271",20378,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 2126734709","INACTIVE",5000378,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000379,"SUNRISE RD",78665,"L271",20379,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 290889872","INACTIVE",5000379,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000380,"SUNRISE RD",78665,"L271",20380,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 184263078","INACTIVE",5000380,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000381,"SUNRISE RD",78665,"L271",20381,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 2026762660","INACTIVE",5000381,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000382,"SUNRISE RD",78665,"L271",20382,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 849140053","INACTIVE",5000382,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
1000383,"SUNRISE RD",78665,"L271",20383,"INACTIVE","LIQUOR TEMPORARY ON-SALE","DONE","02/22/2013","12:00 AM","02/22/2014","12:00 AM",28/02/18 00:00,2013,22/02/19 00:00,"L271","Event 2086748687","INACTIVE",5000383,-10382208.0204,5621068.7935,30.5372,-97.667915,19/02/19 14:46
