master_incident_number,response_date,StartDate,EndDate,problem,call_disposition,priority_number,LastUpdateDate,latitude,longitude
1361535,13/09/18 08:15,Sep 13 2018  8:15AM,Sep 13 2018  8:15AM,Retrieve Prop/Dom Situation,AST-Assist,3,19/02/19 12:14,30.496708,-97.656654
1022054,14/12/18 23:42,Dec 14 2018 11:42PM,Dec 14 2018 11:42PM,Check the Welfare,AST-Assist,2,19/02/19 12:14,30.496771,-97.696085
1102779,11/12/18 22:47,Dec 11 2018 10:47PM,Dec 11 2018 10:47PM,Attempt Pick-Up,AST-Assist,2,19/02/19 12:14,30.496808,-97.64758
1296431,12/03/18 22:30,Mar 12 2018 10:30PM,Mar 12 2018 10:30PM,Suspicious Person,AOK- All OK,2,19/02/19 12:14,30.496808,-97.64758
1340851,11/11/18 17:10,Nov 11 2018  5:10PM,Nov 11 2018  5:10PM,Attempted Suicide,RPT-Report,1,19/02/19 12:14,30.49682,-97.682587
1778034,10/05/18 19:21,May 10 2018  7:21PM,May 10 2018  7:21PM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.496827,-97.654114
1406439,06/03/18 08:13,Mar  6 2018  8:13AM,Mar  6 2018  8:13AM,Assist Other Agency,NOS-No Service,2,19/02/19 12:14,30.496829,-97.611651
1227428,29/03/18 07:40,Mar 29 2018  7:40AM,Mar 29 2018  7:40AM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.496881,-97.647613
1312489,12/02/18 23:48,Feb 12 2018 11:48PM,Feb 12 2018 11:48PM,Domestic Abuse-In Progress,,1,19/02/19 12:14,30.496899,-97.647621
1513864,13/12/18 23:16,Dec 13 2018 11:16PM,Dec 13 2018 11:16PM,Attempted Suicide,AST-Assist,1,19/02/19 12:14,30.496906,-97.670622
1136073,25/08/18 00:55,Aug 25 2018 12:55AM,Aug 25 2018 12:55AM,Suspicious Person,,2,19/02/19 12:14,30.496926,-97.6503
1640345,19/10/18 22:16,Oct 19 2018 10:16PM,Oct 19 2018 10:16PM,Domestic Abuse-In Progress,RPT-Report,1,19/02/19 12:14,30.496926,-97.6503
1719036,13/02/18 05:43,Feb 13 2018  5:43AM,Feb 13 2018  5:43AM,Suspicious Person,AST-Assist,2,19/02/19 12:14,30.496926,-97.6503
1283712,26/02/18 15:44,Feb 26 2018  3:44PM,Feb 26 2018  3:44PM,Receive Information,INF-Information,3,19/02/19 12:14,30.496938,-97.611496
1597407,14/08/18 00:53,Aug 14 2018 12:53AM,Aug 14 2018 12:53AM,Unknown Wireless/Cell Phone,UNF-Unfounded,1,19/02/19 12:14,30.496939,-97.697356
1387655,19/02/18 05:07,Feb 19 2018  5:07AM,Feb 19 2018  5:07AM,Domestic,ADV-Advised,2,19/02/19 12:14,30.496942,-97.670622
1495801,09/06/18 13:54,Jun  9 2018  1:54PM,Jun  9 2018  1:54PM,Property Damage/Hit & Run,RPT-Report,2,19/02/19 12:14,30.496947,-97.665543
1504768,23/06/18 16:20,Jun 23 2018  4:20PM,Jun 23 2018  4:20PM,Stabbing Report Only,RPT-Report,2,19/02/19 12:14,30.496947,-97.665543
1766927,07/05/18 00:39,May  7 2018 12:39AM,May  7 2018 12:39AM,Unknown Wireless/Cell Phone,CNL-Cancel,2,19/02/19 12:14,30.496947,-97.665543
1447470,04/04/18 19:20,Apr  4 2018  7:20PM,Apr  4 2018  7:20PM,Fight,GOA-Gone on Arrival,1,19/02/19 12:14,30.496966,-97.682586
1297602,17/03/18 17:59,Mar 17 2018  5:59PM,Mar 17 2018  5:59PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49697,-97.613585
1346199,16/10/18 19:36,Oct 16 2018  7:36PM,Oct 16 2018  7:36PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.496979,-97.670622
1605297,20/08/18 11:00,Aug 20 2018 11:00AM,Aug 20 2018 11:00AM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.49702,-97.698435
1131551,21/10/18 16:48,Oct 21 2018  4:48PM,Oct 21 2018  4:48PM,Prowler,GOA-Gone on Arrival,2,19/02/19 12:14,30.497024,-97.670733
1599157,15/08/18 12:50,Aug 15 2018 12:50PM,Aug 15 2018 12:50PM,Robbery of Person,RPT-Report,1,19/02/19 12:14,30.497024,-97.670733
1467763,20/07/18 20:16,Jul 20 2018  8:16PM,Jul 20 2018  8:16PM,Theft - Report Only,RPT-Report,3,19/02/19 12:14,30.497024,-97.637677
1176812,10/08/18 17:22,Aug 10 2018  5:22PM,Aug 10 2018  5:22PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.49705,-97.715475
1582432,21/04/18 22:33,Apr 21 2018 10:33PM,Apr 21 2018 10:33PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49706,-97.698695
1270970,04/12/18 14:31,Dec  4 2018  2:31PM,Dec  4 2018  2:31PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49711,-97.647165
1073320,14/05/18 10:24,May 14 2018 10:24AM,May 14 2018 10:24AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.49713,-97.698515
1312580,13/02/18 02:07,Feb 13 2018  2:07AM,Feb 13 2018  2:07AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.497152,-97.698592
1674633,26/11/18 10:43,Nov 26 2018 10:43AM,Nov 26 2018 10:43AM,Foot Beat (P),INS-Inservice,4,19/02/19 12:14,30.49722,-97.698095
1334137,04/10/18 13:48,Oct  4 2018  1:48PM,Oct  4 2018  1:48PM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.49723,-97.698385
1496402,10/06/18 13:41,Jun 10 2018  1:41PM,Jun 10 2018  1:41PM,Attempt Pick-Up,,2,19/02/19 12:14,30.497287,-97.652835
1064512,08/05/18 06:44,May  8 2018  6:44AM,May  8 2018  6:44AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.497302,-97.698511
1221100,11/03/18 09:44,Mar 11 2018  9:44AM,Mar 11 2018  9:44AM,Check the Welfare,ADV-Advised,2,19/02/19 12:14,30.497302,-97.698511
1363491,16/09/18 11:23,Sep 16 2018 11:23AM,Sep 16 2018 11:23AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.497302,-97.698511
1282181,21/06/18 18:48,Jun 21 2018  6:48PM,Jun 21 2018  6:48PM,Miscellaneous,INS-Inservice,3,19/02/19 12:14,30.49734,-97.657325
1029922,22/04/18 21:35,Apr 22 2018  9:35PM,Apr 22 2018  9:35PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49737,-97.670795
1037754,23/03/18 10:47,Mar 23 2018 10:47AM,Mar 23 2018 10:47AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49738,-97.680885
1037817,23/03/18 14:50,Mar 23 2018  2:50PM,Mar 23 2018  2:50PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.497399,-97.680812
1781203,30/03/18 22:54,Mar 30 2018 10:54PM,Mar 30 2018 10:54PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.497399,-97.680812
1066880,13/05/18 01:08,May 13 2018  1:08AM,May 13 2018  1:08AM,Loud Party,AQT-All Quiet,3,19/02/19 12:14,30.497399,-97.680799
1470375,25/07/18 22:28,Jul 25 2018 10:28PM,Jul 25 2018 10:28PM,Sound of Shots Fired,UNF-Unfounded,1,19/02/19 12:14,30.497403,-97.666779
1218878,05/03/18 17:56,Mar  5 2018  5:56PM,Mar  5 2018  5:56PM,Property Damage Accident,AOK- All OK,2,19/02/19 12:14,30.497405,-97.68717
1458294,17/08/18 20:21,Aug 17 2018  8:21PM,Aug 17 2018  8:21PM,Personal Inj/Hit and Run,RPT-Report,1,19/02/19 12:14,30.497406,-97.684244
1601930,17/08/18 12:18,Aug 17 2018 12:18PM,Aug 17 2018 12:18PM,Traffic Law Enforcement,RPT-Report,4,19/02/19 12:14,30.497406,-97.664265
1270255,03/12/18 20:42,Dec  3 2018  8:42PM,Dec  3 2018  8:42PM,Domestic,AOK- All OK,2,19/02/19 12:14,30.497407,-97.66411
1467899,21/07/18 00:32,Jul 21 2018 12:32AM,Jul 21 2018 12:32AM,Property Damage/Hit & Run,RPT-Report,1,19/02/19 12:14,30.497408,-97.688453
1266122,19/03/18 23:47,Mar 19 2018 11:47PM,Mar 19 2018 11:47PM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.497412,-97.662999
1516913,13/07/18 19:09,Jul 13 2018  7:09PM,Jul 13 2018  7:09PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.497414,-97.690987
1715738,07/02/18 23:57,Feb  7 2018 11:57PM,Feb  7 2018 11:57PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.497414,-97.690987
1329684,04/10/18 01:32,Oct  4 2018  1:32AM,Oct  4 2018  1:32AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.497417,-97.698389
1389786,24/02/18 18:40,Feb 24 2018  6:40PM,Feb 24 2018  6:40PM,Property Damage Accident,ADV-Advised,2,19/02/19 12:14,30.497417,-97.698389
1596447,13/08/18 07:46,Aug 13 2018  7:46AM,Aug 13 2018  7:46AM,Personal Injury Accident,CNL-Cancel,1,19/02/19 12:14,30.497417,-97.698389
1055969,19/06/18 00:33,Jun 19 2018 12:33AM,Jun 19 2018 12:33AM,Curfew Violations,TAG-Tagged,2,19/02/19 12:14,30.497417,-97.65156
1056122,17/06/18 18:14,Jun 17 2018  6:14PM,Jun 17 2018  6:14PM,Unwanted Person,DTX-Detox,2,19/02/19 12:14,30.497417,-97.65156
1369971,28/10/18 16:44,Oct 28 2018  4:44PM,Oct 28 2018  4:44PM,Overdose-Accidental,RPT-Report,1,19/02/19 12:14,30.497417,-97.65156
1296236,12/03/18 20:36,Mar 12 2018  8:36PM,Mar 12 2018  8:36PM,Domestic,ADV-Advised,2,19/02/19 12:14,30.497419,-97.661727
1172218,27/12/18 00:16,Dec 27 2018 12:16AM,Dec 27 2018 12:16AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49742,-97.655358
1459300,19/08/18 18:14,Aug 19 2018  6:14PM,Aug 19 2018  6:14PM,Property Damage Accident,AST-Assist,2,19/02/19 12:14,30.49742,-97.655358
1762735,04/09/18 19:03,Sep  4 2018  7:03PM,Sep  4 2018  7:03PM,Suspected Prostitute,UTL-Unable to Locate,2,19/02/19 12:14,30.497425,-97.659192
1523379,16/07/18 12:47,Jul 16 2018 12:47PM,Jul 16 2018 12:47PM,Robbery of Person,RPT-Report,1,19/02/19 12:14,30.497426,-97.657917
1698513,26/01/18 23:23,Jan 26 2018 11:23PM,Jan 26 2018 11:23PM,Suspicious Person,BKG-Booking,2,19/02/19 12:14,30.49743,-97.655825
1494838,07/06/18 16:40,Jun  7 2018  4:40PM,Jun  7 2018  4:40PM,Attempt Pick-Up,BKG-Booking,2,19/02/19 12:14,30.497443,-97.637602
1751662,24/02/18 12:55,Feb 24 2018 12:55PM,Feb 24 2018 12:55PM,Personal Injury Accident,RPT-Report,1,19/02/19 12:14,30.497443,-97.637602
1008046,04/04/18 23:18,Apr  4 2018 11:18PM,Apr  4 2018 11:18PM,Suspicious Person,BKG-Booking,2,19/02/19 12:14,30.49749,-97.653485
1580913,12/07/18 09:42,Jul 12 2018  9:42AM,Jul 12 2018  9:42AM,Domestic,INF-Information,2,19/02/19 12:14,30.497536,-97.647963
1502601,19/06/18 18:04,Jun 19 2018  6:04PM,Jun 19 2018  6:04PM,Retrieve Prop/Dom Situation,AST-Assist,3,19/02/19 12:14,30.497682,-97.648093
1048310,05/04/18 03:32,Apr  5 2018  3:32AM,Apr  5 2018  3:32AM,Disturbance,ADV-Advised,2,19/02/19 12:14,30.497699,-97.648108
1059546,31/10/18 01:17,Oct 31 2018  1:17AM,Oct 31 2018  1:17AM,Unknown Trouble,AQT-All Quiet,1,19/02/19 12:14,30.497699,-97.648108
1099507,14/07/18 02:58,Jul 14 2018  2:58AM,Jul 14 2018  2:58AM,Walk Through a Building,ADV-Advised,2,19/02/19 12:14,30.497699,-97.648108
1742089,23/06/18 23:52,Jun 23 2018 11:52PM,Jun 23 2018 11:52PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49772,-97.698255
1131876,22/10/18 07:28,Oct 22 2018  7:28AM,Oct 22 2018  7:28AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.49774,-97.702685
1041311,01/11/18 22:38,Nov  1 2018 10:38PM,Nov  1 2018 10:38PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.49774,-97.698665
1462533,10/07/18 21:40,Jul 10 2018  9:40PM,Jul 10 2018  9:40PM,Assist EMS Personnel,AST-Assist,1,19/02/19 12:14,30.497747,-97.648151
1294886,19/02/18 21:45,Feb 19 2018  9:45PM,Feb 19 2018  9:45PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.4978,-97.698015
1471877,29/04/18 00:01,Apr 29 2018 12:01AM,Apr 29 2018 12:01AM,Fight,SNT-Sent,1,19/02/19 12:14,30.497858,-97.697955
1511646,04/07/18 19:19,Jul  4 2018  7:19PM,Jul  4 2018  7:19PM,Auto Theft,INF-Information,2,19/02/19 12:14,30.497895,-97.651554
1674688,26/11/18 18:07,Nov 26 2018  6:07PM,Nov 26 2018  6:07PM,Foot Beat (P),INS-Inservice,4,19/02/19 12:14,30.49792,-97.698365
1811433,18/05/18 09:54,May 18 2018  9:54AM,May 18 2018  9:54AM,Suspicious Vehicle,TOW-Towed,2,19/02/19 12:14,30.497958,-97.648339
1420056,05/01/18 06:46,Jan  5 2018  6:46AM,Jan  5 2018  6:46AM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.49807,-97.698305
1074144,15/05/18 20:28,May 15 2018  8:28PM,May 15 2018  8:28PM,Check the Welfare,SNT-Sent,2,19/02/19 12:14,30.498136,-97.648511
1513276,18/10/18 02:45,Oct 18 2018  2:45AM,Oct 18 2018  2:45AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.49822,-97.698595
1539082,12/10/18 15:26,Oct 12 2018  3:26PM,Oct 12 2018  3:26PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49824,-97.668045
1657876,16/11/18 22:59,Nov 16 2018 10:59PM,Nov 16 2018 10:59PM,Foot Beat (P),AOK- All OK,4,19/02/19 12:14,30.49829,-97.698815
1648707,14/11/18 19:57,Nov 14 2018  7:57PM,Nov 14 2018  7:57PM,Audible Residential Alarm,AOK- All OK,1,19/02/19 12:14,30.498292,-97.666858
1066165,11/05/18 19:04,May 11 2018  7:04PM,May 11 2018  7:04PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.49831,-97.697805
1008376,05/04/18 11:12,Apr  5 2018 11:12AM,Apr  5 2018 11:12AM,Unknown Wireless/Cell Phone,,2,19/02/19 12:14,30.498311,-97.639219
1229686,28/03/18 10:41,Mar 28 2018 10:41AM,Mar 28 2018 10:41AM,Domestic,,2,19/02/19 12:14,30.49839,-97.670619
1272061,02/12/18 05:33,Dec  2 2018  5:33AM,Dec  2 2018  5:33AM,Assault in Progress,RFD-Refused,1,19/02/19 12:14,30.498409,-97.651548
1271393,01/11/18 09:40,Nov  1 2018  9:40AM,Nov  1 2018  9:40AM,Property Damage Accident,AST-Assist,2,19/02/19 12:14,30.49843,-97.650278
1530180,05/09/18 14:00,Sep  5 2018  2:00PM,Sep  5 2018  2:00PM,Property Damage Accident,RPT-Report,2,19/02/19 12:14,30.49848,-97.690983
1300601,08/12/18 11:07,Dec  8 2018 11:07AM,Dec  8 2018 11:07AM,Recover Property,INF-Information,3,19/02/19 12:14,30.498524,-97.694797
1252591,17/09/18 01:11,Sep 17 2018  1:11AM,Sep 17 2018  1:11AM,Unknown Trouble,BKG-Booking,2,19/02/19 12:14,30.498555,-97.684234
1621474,02/09/18 01:59,Sep  2 2018  1:59AM,Sep  2 2018  1:59AM,Domestic,TRN-Transport,2,19/02/19 12:14,30.498555,-97.684234
1315639,06/03/18 15:51,Mar  6 2018  3:51PM,Mar  6 2018  3:51PM,Parking Problem,INS-Inservice,2,19/02/19 12:14,30.498595,-97.69607
1459291,19/08/18 17:44,Aug 19 2018  5:44PM,Aug 19 2018  5:44PM,Domestic Abuse Report Only,ADV-Advised,2,19/02/19 12:14,30.498675,-97.669363
1003921,24/04/18 15:35,Apr 24 2018  3:35PM,Apr 24 2018  3:35PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.49869,-97.705773
1014695,27/09/18 00:06,Sep 27 2018 12:06AM,Sep 27 2018 12:06AM,Fight,SNT-Sent,1,19/02/19 12:14,30.498719,-97.682574
1476852,08/05/18 08:41,May  8 2018  8:41AM,May  8 2018  8:41AM,Burglary Dwlng - Report,RPT-Report,2,19/02/19 12:14,30.498755,-97.70116
1454841,20/04/18 20:05,Apr 20 2018  8:05PM,Apr 20 2018  8:05PM,Domestic Abuse-In Progress,ADV-Advised,1,19/02/19 12:14,30.498776,-97.651543
1691234,24/09/18 16:04,Sep 24 2018  4:04PM,Sep 24 2018  4:04PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.498816,-97.664249
1506947,26/06/18 17:18,Jun 26 2018  5:18PM,Jun 26 2018  5:18PM,Lost Child,AST-Assist,1,19/02/19 12:14,30.498898,-97.637579
1833251,07/06/18 18:29,Jun  7 2018  6:29PM,Jun  7 2018  6:29PM,Domestic with Weapons,SNT-Sent,1,19/02/19 12:14,30.498922,-97.65534
1519324,14/07/18 09:17,Jul 14 2018  9:17AM,Jul 14 2018  9:17AM,ShotSpotter Activation,AQT-All Quiet,1,19/02/19 12:14,30.498929,-97.650268
1624242,12/05/18 23:40,May 12 2018 11:40PM,May 12 2018 11:40PM,Check the Welfare,GOA-Gone on Arrival,1,19/02/19 12:14,30.498954,-97.678254
1751585,22/02/18 10:34,Feb 22 2018 10:34AM,Feb 22 2018 10:34AM,Lost Child,RPT-Report,2,19/02/19 12:14,30.49896,-97.651541
1178890,03/02/18 13:29,Feb  3 2018  1:29PM,Feb  3 2018  1:29PM,Parking Problem,TAG-Tagged,3,19/02/19 12:14,30.49898,-97.664235
1135650,24/08/18 11:00,Aug 24 2018 11:00AM,Aug 24 2018 11:00AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.499007,-97.657903
1719396,13/02/18 21:37,Feb 13 2018  9:37PM,Feb 13 2018  9:37PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.49904,-97.690945
1121424,11/08/18 16:48,Aug 11 2018  4:48PM,Aug 11 2018  4:48PM,Unwanted Person,AOK- All OK,2,19/02/19 12:14,30.499062,-97.657902
1755541,24/07/18 16:58,Jul 24 2018  4:58PM,Jul 24 2018  4:58PM,Emotionally Disturb Person,INF-Information,1,19/02/19 12:14,30.499105,-97.679506
1343578,22/11/18 17:31,Nov 22 2018  5:31PM,Nov 22 2018  5:31PM,Assault Report Only,RPT-Report,2,19/02/19 12:14,30.499185,-97.661714
1760114,23/07/18 23:09,Jul 23 2018 11:09PM,Jul 23 2018 11:09PM,Robbery of Person,RPT-Report,1,19/02/19 12:14,30.499185,-97.661714
1395576,11/11/18 09:32,Nov 11 2018  9:32AM,Nov 11 2018  9:32AM,Property Damage/Hit & Run,RPT-Report,2,19/02/19 12:14,30.499189,-97.648916
1283603,01/02/18 11:46,Feb  1 2018 11:46AM,Feb  1 2018 11:46AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.499194,-97.683162
1018693,13/06/18 19:59,Jun 13 2018  7:59PM,Jun 13 2018  7:59PM,Narcotics Activity,GOA-Gone on Arrival,2,19/02/19 12:14,30.499194,-97.668069
1764942,14/10/18 20:30,Oct 14 2018  8:30PM,Oct 14 2018  8:30PM,Property Damage Accident,UTL-Unable to Locate,2,19/02/19 12:14,30.499194,-97.668069
1593618,09/08/18 16:55,Aug  9 2018  4:55PM,Aug  9 2018  4:55PM,Property Damage Accident,RPT-Report,2,19/02/19 12:14,30.499198,-97.665528
1771758,25/12/18 21:56,Dec 25 2018  9:56PM,Dec 25 2018  9:56PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.499198,-97.665528
1180014,04/02/18 13:31,Feb  4 2018  1:31PM,Feb  4 2018  1:31PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.4992,-97.656595
1694084,18/01/18 18:52,Jan 18 2018  6:52PM,Jan 18 2018  6:52PM,Traffic Law Enforcement,BKG-Booking,4,19/02/19 12:14,30.499201,-97.696666
1170518,31/12/18 18:06,Dec 31 2018  6:06PM,Dec 31 2018  6:06PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.499202,-97.664047
1178835,02/02/18 18:21,Feb  2 2018  6:21PM,Feb  2 2018  6:21PM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.499202,-97.664047
1492836,03/06/18 15:19,Jun  3 2018  3:19PM,Jun  3 2018  3:19PM,Domestic,GOA-Gone on Arrival,2,19/02/19 12:14,30.499202,-97.66384
1637010,05/10/18 16:39,Oct  5 2018  4:39PM,Oct  5 2018  4:39PM,Parking Problem,,3,19/02/19 12:14,30.499202,-97.663807
1489481,27/05/18 19:02,May 27 2018  7:02PM,May 27 2018  7:02PM,Personal Injury Accident,RPT-Report,1,19/02/19 12:14,30.499202,-97.662622
1687599,25/12/18 17:09,Dec 25 2018  5:09PM,Dec 25 2018  5:09PM,Parking Problem,CNL-Cancel,3,19/02/19 12:14,30.499202,-97.662622
1432091,02/02/18 14:38,Feb  2 2018  2:38PM,Feb  2 2018  2:38PM,Unknown Trouble,GOA-Gone on Arrival,1,19/02/19 12:14,30.499204,-97.660442
1469441,24/07/18 00:31,Jul 24 2018 12:31AM,Jul 24 2018 12:31AM,Narcotics Activity,GOA-Gone on Arrival,2,19/02/19 12:14,30.499205,-97.661163
1004438,24/04/18 17:03,Apr 24 2018  5:03PM,Apr 24 2018  5:03PM,Down Outside-One,SNT-Sent,1,19/02/19 12:14,30.499205,-97.659147
1115962,09/08/18 21:24,Aug  9 2018  9:24PM,Aug  9 2018  9:24PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.499205,-97.659147
1180265,05/02/18 10:16,Feb  5 2018 10:16AM,Feb  5 2018 10:16AM,Miscellaneous,INS-Inservice,3,19/02/19 12:14,30.499205,-97.659147
1724190,24/02/18 23:30,Feb 24 2018 11:30PM,Feb 24 2018 11:30PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.499207,-97.657901
1475498,06/05/18 13:04,May  6 2018  1:04PM,May  6 2018  1:04PM,Domestic,DTX-Detox,2,19/02/19 12:14,30.499207,-97.657739
1318428,18/04/18 14:57,Apr 18 2018  2:57PM,Apr 18 2018  2:57PM,Personal Injury Accident,RPT-Report,1,19/02/19 12:14,30.499208,-97.690981
1357090,09/09/18 22:59,Sep  9 2018 10:59PM,Sep  9 2018 10:59PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.499208,-97.690981
1823116,02/06/18 14:56,Jun  2 2018  2:56PM,Jun  2 2018  2:56PM,Audible Residential Alarm,FAL-False,1,19/02/19 12:14,30.499211,-97.655237
1270192,30/01/18 12:31,Jan 30 2018 12:31PM,Jan 30 2018 12:31PM,Recover Vehicle,RPT-Report,3,19/02/19 12:14,30.499213,-97.652816
1326277,31/07/18 21:15,Jul 31 2018  9:15PM,Jul 31 2018  9:15PM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.499216,-97.650251
1736984,26/09/18 00:08,Sep 26 2018 12:08AM,Sep 26 2018 12:08AM,Suspicious Vehicle,TAG-Tagged,2,19/02/19 12:14,30.499216,-97.650251
1514655,13/07/18 05:12,Jul 13 2018  5:12AM,Jul 13 2018  5:12AM,Unknown Trouble,TRN-Transport,1,19/02/19 12:14,30.499217,-97.651538
1708177,30/07/18 17:28,Jul 30 2018  5:28PM,Jul 30 2018  5:28PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.49923,-97.690355
1271170,04/12/18 17:55,Dec  4 2018  5:55PM,Dec  4 2018  5:55PM,Attempted Suicide,RPT-Report,1,19/02/19 12:14,30.499234,-97.680801
1184312,13/02/18 08:43,Feb 13 2018  8:43AM,Feb 13 2018  8:43AM,Parking Problem,TAG-Tagged,3,19/02/19 12:14,30.49924,-97.663655
1576470,10/07/18 21:55,Jul 10 2018  9:55PM,Jul 10 2018  9:55PM,Emotionally Disturb Person,AST-Assist,1,19/02/19 12:14,30.499245,-97.638901
1504427,22/06/18 23:36,Jun 22 2018 11:36PM,Jun 22 2018 11:36PM,Domestic Abuse Report Only,RPT-Report,2,19/02/19 12:14,30.499247,-97.680733
1619901,31/08/18 19:56,Aug 31 2018  7:56PM,Aug 31 2018  7:56PM,Parking Problem,TAG-Tagged,3,19/02/19 12:14,30.499247,-97.663788
1688349,27/12/18 19:33,Dec 27 2018  7:33PM,Dec 27 2018  7:33PM,Suspicious Person,TRN-Transport,2,19/02/19 12:14,30.499247,-97.663788
1137580,27/08/18 02:36,Aug 27 2018  2:36AM,Aug 27 2018  2:36AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.49925,-97.649945
1114924,08/08/18 02:51,Aug  8 2018  2:51AM,Aug  8 2018  2:51AM,Disturbance,AQT-All Quiet,2,19/02/19 12:14,30.499262,-97.674442
1496382,10/06/18 13:06,Jun 10 2018  1:06PM,Jun 10 2018  1:06PM,Recover Property,AST-Assist,3,19/02/19 12:14,30.499264,-97.628159
1429656,27/01/18 01:31,Jan 27 2018  1:31AM,Jan 27 2018  1:31AM,Customer Trouble,ADV-Advised,2,19/02/19 12:14,30.499277,-97.679504
1627386,10/09/18 13:26,Sep 10 2018  1:26PM,Sep 10 2018  1:26PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.49944,-97.678125
1071333,11/06/18 20:16,Jun 11 2018  8:16PM,Jun 11 2018  8:16PM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.49947,-97.673135
1731945,06/03/18 22:01,Mar  6 2018 10:01PM,Mar  6 2018 10:01PM,Traffic Law Enforcement,BKG-Booking,4,19/02/19 12:14,30.49953,-97.650095
1003056,18/04/18 09:35,Apr 18 2018  9:35AM,Apr 18 2018  9:35AM,Suspicious Person,,2,19/02/19 12:14,30.499802,-97.697399
1232244,07/04/18 20:46,Apr  7 2018  8:46PM,Apr  7 2018  8:46PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.499802,-97.697399
1662282,13/11/18 13:42,Nov 13 2018  1:42PM,Nov 13 2018  1:42PM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.49986,-97.680745
1557490,05/07/18 16:17,Jul  5 2018  4:17PM,Jul  5 2018  4:17PM,Parking Problem,TAG-Tagged,3,19/02/19 12:14,30.499881,-97.664049
1676785,16/12/18 00:39,Dec 16 2018 12:39AM,Dec 16 2018 12:39AM,Unknown Trouble,NOS-No Service,2,19/02/19 12:14,30.499895,-97.654074
1510061,02/07/18 15:28,Jul  2 2018  3:28PM,Jul  2 2018  3:28PM,Narcotics Activity,GOA-Gone on Arrival,2,19/02/19 12:14,30.499936,-97.662616
1544649,02/07/18 14:52,Jul  2 2018  2:52PM,Jul  2 2018  2:52PM,Check Hazard,UTL-Unable to Locate,2,19/02/19 12:14,30.499953,-97.682564
1571153,02/10/18 19:11,Oct  2 2018  7:11PM,Oct  2 2018  7:11PM,Kid Trouble,ADV-Advised,2,19/02/19 12:14,30.499979,-97.632813
