APN,PERMITID,TYPE,PERMIT,DECISION,LIQUOR_TYPE,STATUS,ISSUEDATE,EXPIRE_YEAR,EXPIRE_DATE,ESTABLISHMENT_NUM,ESTABLISHMENT_NAME,TYPE_DESCRIPTION,ADDRESS,ZIP,StartDate,EndDate,LATITUDE,LONGITUDE,LastUpdateDate
5000629,20629,"L182",20629,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400629,"Business 734908948","LIQ ON-SALE C-2 W/SS SERIES 1000","S IH 35 FR",78681,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.49611,-97.680435,19/02/19 14:40
5000664,20664,"L186",20664,"APPROVED","ON Sale","OPEN","12/14/2017 12:00:00 AM",2019,"12/14/2019 12:00:00 AM",400664,"Business 572178866","LIQ ON-SALE E W/SS SERIES 1000","WINDRIFT WAY",78664,"12/14/2017 12:00:00 AM","12/14/2019 12:00:00 AM",30.48939,-97.663705,19/02/19 14:40
5000639,20639,"L233",20639,"PENDING","ON Sale","OPEN","12/16/2017 12:00:00 AM",2019,"12/16/2019 12:00:00 AM",400639,"Business 1758514408","LIQ ON-SALE C-1 W/SS SERIES 1000","SAGEBRUSH DR",78681,"12/16/2017 12:00:00 AM","12/16/2019 12:00:00 AM",30.49591,-97.681355,19/02/19 14:40
5000229,20229,"L214",20229,"APPROVED","ON Sale","OPEN","12/28/2017 10:42:00 AM",2019,"12/28/2019 10:42:00 AM",400229,"Business 1373278969","LIQ ON-SALE D W/SS SERIES 4000","FARNSWOOD DR",78664,"12/28/2017 10:42 AM","12/28/2019 10:42:00 AM",30.5288,-97.680675,19/02/19 14:40
5000111,20111,"L188",20111,"PENDING","ON Sale","OPEN","03/02/2017 12:00:00 AM",2019,"03/02/2019 12:00:00 AM",400111,"Business 588286894","LIQ ON-SALE A W/SS SERIES 2000","SETTLEMENT DR",78665,"03/02/2017 12:00:00 AM","02/03/2019 12:00:00 AM",30.54986,-97.665395,19/02/19 14:40
5000035,20035,"L186",20035,"APPROVED","ON Sale","OPEN","08/02/2017 12:00:00 AM",2019,"08/02/2019 12:00:00 AM",400035,"Business 284378451","LIQ ON-SALE E W/SS SERIES 1000","CHISHOLM VALLEY DR",78681,"08/02/2017 12:00:00 AM","02/08/2019 12:00:00 AM",30.48821,-97.693845,19/02/19 14:40
5000411,20411,"L198",20411,"PENDING","ON Sale","OPEN","08/02/2017 12:00:00 AM",2019,"08/02/2019 12:00:00 AM",400411,"Business 246899109","LIQ ON-SALE A W/SS SERIES 3000","RAVENWOOD DR",78665,"08/02/2017 12:00:00 AM","02/08/2019 12:00:00 AM",30.51419,-97.632455,19/02/19 14:40
5000546,20546,"L186",20546,"APPROVED","ON Sale","OPEN","08/02/2017 12:00:00 AM",2019,"08/02/2019 12:00:00 AM",400546,"Business 218095987","LIQ ON-SALE E W/SS SERIES 1000","PARKVIEW DR",78681,"08/02/2017 12:00:00 AM","02/08/2019 12:00:00 AM",30.50309,-97.694475,19/02/19 14:40
5000036,20036,"L233",20036,"APPROVED","ON Sale","OPEN","02/22/2017 12:00:00 AM",2019,"02/22/2019 12:00:00 AM",400036,"Business 115982472","LIQ ON-SALE C-1 W/SS SERIES 1000","CHISHOLM VALLEY DR",78681,"02/22/2017 12:00:00 AM","02/22/2019 12:00:00 AM",30.48821,-97.694365,19/02/19 14:40
5000176,20176,"L210",20176,"APPROVED","ON Sale","OPEN","02/22/2017 12:00:00 AM",2019,"02/22/2019 12:00:00 AM",400176,"Business 2092824791","LIQ ON-SALE B W/SS SERIES 4000","SUNRISE RD",78665,"02/22/2017 12:00:00 AM","02/22/2019 12:00:00 AM",30.54087,-97.672995,19/02/19 14:40
5000436,20436,"L246",20436,"APPROVED","ON Sale","OPEN","02/22/2017 12:00:00 AM",2019,"02/22/2019 12:00:00 AM",400436,"Business 1857551559","WINE D W/STRONG BEER","N A W GRIMES BLVD",78664,"02/22/2017 12:00:00 AM","02/22/2019 12:00:00 AM",30.51549,-97.657135,19/02/19 14:40
5000450,20450,"L180",20450,"APPROVED","ON Sale","OPEN","02/22/2017 12:00:00 AM",2019,"02/22/2019 12:00:00 AM",400450,"Business 1401630352","LIQ ON-SALE B W/SS SERIES 1000","N RYE ST",78664,"02/22/2017 12:00:00 AM","02/22/2019 12:00:00 AM",30.51376,-97.669145,19/02/19 14:40
5000674,20674,"L244",20674,"APPROVED","ON Sale","OPEN","02/22/2017 12:00:00 AM",2019,"02/22/2019 12:00:00 AM",400674,"Business 34963172","WINE C-1 W/STRONG BEER","PLUME GRASS PL",78665,"02/22/2017 12:00:00 AM","02/22/2019 12:00:00 AM",30.50262,-97.644165,19/02/19 14:40
5000050,20050,"L184",20050,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400050,"Business 304088283","LIQ ON-SALE D W/SS SERIES 1000","OAK MEADOW DR",78681,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.48752,-97.701615,19/02/19 14:40
5000059,20059,"L186",20059,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400059,"Business 1920559237","LIQ ON-SALE E W/SS SERIES 1000","LONGITUDE TRL",78681,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.4877,-97.725015,19/02/19 14:40
5000064,20064,"L182",20064,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400064,"Business 1714231372","LIQ ON-SALE C-2 W/SS SERIES 1000","SOUTHAMPTON WAY",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.4882,-97.623155,19/02/19 14:40
5000168,20168,"L180",20168,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400168,"Business 572322129","LIQ ON-SALE B W/SS SERIES 1000","BECKWOOD TRL",78665,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.53554,-97.650585,19/02/19 14:40
5000170,20170,"L180",20170,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400170,"Business 545770078","LIQ ON-SALE B W/SS SERIES 1000","ARANSAS CV",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.53499,-97.655015,19/02/19 14:40
5000182,20182,"L216",20182,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400182,"Business 1305066435","LIQ ON-SALE E W/SS SERIES 4000","GREENHILL DR",78665,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.54016,-97.684285,19/02/19 14:40
5000188,20188,"L186",20188,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400188,"Business 2018122496","LIQ ON-SALE E W/SS SERIES 1000","E OLD SETTLERS BLVD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.53817,-97.671095,19/02/19 14:40
5000196,20196,"L170",20196,"APPROVED","Off Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400196,"Business 64704975","LIQ OFF-SALE SERIES 1000","JEFFREY WAY",78665,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.54002,-97.691475,19/02/19 14:40
5000253,20253,"L233",20253,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400253,"Business 771852498","LIQ ON-SALE C-1 W/SS SERIES 1000","BARRHALL DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52975,-97.683355,19/02/19 14:40
5000256,20256,"L232",20256,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400256,"Business 586118800","LIQ ON-SALE C-1 SERIES 1000","E BOWMAN RD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52502,-97.682075,19/02/19 14:40
5000259,20259,"L180",20259,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400259,"Business 1487830289","LIQ ON-SALE B W/SS SERIES 1000","NANCY DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52408,-97.673035,19/02/19 14:40
5000263,20263,"L186",20263,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400263,"Business 10225718","LIQ ON-SALE E W/SS SERIES 1000","EGGER AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52323,-97.674265,19/02/19 14:40
5000265,20265,"L185",20265,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400265,"Business 1498724861","LIQ ON-SALE E SERIES 1000","VIRGINIA DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52251,-97.675555,19/02/19 14:40
5000297,20297,"L180",20297,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400297,"Business 553267785","LIQ ON-SALE B W/SS SERIES 1000","SERVICE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52053,-97.678255,19/02/19 14:40
5000306,20306,"L180",20306,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400306,"Business 124135203","LIQ ON-SALE B W/SS SERIES 1000","SERVICE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51963,-97.679115,19/02/19 14:40
5000315,20315,"L182",20315,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400315,"Business 185803593","LIQ ON-SALE C-2 W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51807,-97.678485,19/02/19 14:40
5000330,20330,"L186",20330,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400330,"Business 628282700","LIQ ON-SALE E W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51848,-97.674735,19/02/19 14:40
5000341,20341,"L180",20341,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400341,"Business 267124041","LIQ ON-SALE B W/SS SERIES 1000","LAUREL PATH",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52939,-97.656415,19/02/19 14:40
5000343,20343,"L180",20343,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400343,"Business 437201817","LIQ ON-SALE B W/SS SERIES 1000","PRAIRIE STAR LN",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.53055,-97.656715,19/02/19 14:40
5000346,20346,"L180",20346,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400346,"Business 1098378475","LIQ ON-SALE B W/SS SERIES 1000","LAUREL PATH",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52901,-97.657535,19/02/19 14:40
5000356,20356,"L186",20356,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400356,"Business 1114354964","LIQ ON-SALE E W/SS SERIES 1000","LANTANA DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52818,-97.659755,19/02/19 14:40
5000359,20359,"L182",20359,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400359,"Business 712550319","LIQ ON-SALE C-2 W/SS SERIES 1000","BAYLAND ST",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52479,-97.657815,19/02/19 14:40
5000373,20373,"L180",20373,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400373,"Business 1435467217","LIQ ON-SALE B W/SS SERIES 1000","SHOTWELL LN",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52719,-97.660935,19/02/19 14:40
5000378,20378,"L186",20378,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400378,"Business 90870330","LIQ ON-SALE E W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51726,-97.661445,19/02/19 14:40
5000383,20383,"L180",20383,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400383,"Business 1650472811","LIQ ON-SALE B W/SS SERIES 1000","WESTCOTT DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.52,-97.665215,19/02/19 14:40
5000418,20418,"L186",20418,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400418,"Business 770784792","LIQ ON-SALE E W/SS SERIES 1000","SUGAR BERRY CV",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51327,-97.649885,19/02/19 14:40
5000462,20462,"L233",20462,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400462,"Business 897627470","LIQ ON-SALE C-1 W/SS SERIES 1000","PECAN AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51518,-97.675165,19/02/19 14:40
5000463,20463,"L233",20463,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400463,"Business 1087113198","LIQ ON-SALE C-1 W/SS SERIES 1000","PECAN AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51518,-97.675165,19/02/19 14:40
5000469,20469,"L186",20469,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400469,"Business 1299414241","LIQ ON-SALE E W/SS SERIES 1000","N GEORGETOWN ST",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51695,-97.670555,19/02/19 14:40
5000489,20489,"L182",20489,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400489,"Business 971407490","LIQ ON-SALE C-2 W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51667,-97.678735,19/02/19 14:40
5000491,20491,"L182",20491,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400491,"Business 724699744","LIQ ON-SALE C-2 W/SS SERIES 1000","E PALM VALLEY BLVD",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51667,-97.678735,19/02/19 14:40
5000492,20492,"L186",20492,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400492,"Business 15852930","LIQ ON-SALE E W/SS SERIES 1000","FANNIN AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51401,-97.678605,19/02/19 14:40
5000516,20516,"L180",20516,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400516,"Business 1712907660","LIQ ON-SALE B W/SS SERIES 1000","SUNSET DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51472,-97.682715,19/02/19 14:40
5000517,20517,"L182",20517,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400517,"Business 742351957","LIQ ON-SALE C-2 W/SS SERIES 1000","SERVICE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51672,-97.680885,19/02/19 14:40
5000518,20518,"L182",20518,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400518,"Business 1677903697","LIQ ON-SALE C-2 W/SS SERIES 1000","SERVICE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51672,-97.680885,19/02/19 14:40
5000526,20526,"L170",20526,"APPROVED","Off Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400526,"Business 2100219180","LIQ OFF-SALE SERIES 1000","W ANDERSON AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51096,-97.681235,19/02/19 14:40
5000527,20527,"L178",20527,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400527,"Business 1147044605","LIQ ON-SALE A W/SS SERIES 1000","W ANDERSON AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51096,-97.681235,19/02/19 14:40
5000539,20539,"L186",20539,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400539,"Business 1919601537","LIQ ON-SALE E W/SS SERIES 1000","ROUND ROCK AVE",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.50889,-97.680335,19/02/19 14:40
5000557,20557,"L180",20557,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400557,"Business 1529166163","LIQ ON-SALE B W/SS SERIES 1000","CLEAR SPRING CV",78665,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.51207,-97.622445,19/02/19 14:40
5000602,20602,"L186",20602,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400602,"Business 23508329","LIQ ON-SALE E W/SS SERIES 1000","OAKRIDGE DR",78681,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.49535,-97.700425,19/02/19 14:40
5000632,20632,"L186",20632,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400632,"Business 1891603159","LIQ ON-SALE E W/SS SERIES 1000","S IH 35 FR",78681,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.49582,-97.680215,19/02/19 14:40
5000635,20635,"L186",20635,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400635,"Business 1848584474","LIQ ON-SALE E W/SS SERIES 1000","BLUE JAY WAY",78681,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.49598,-97.690565,19/02/19 14:40
5000677,20677,"L180",20677,"APPROVED","ON Sale","OPEN","11/01/2017 12:00:00 AM",2019,"11/01/2019 12:00:00 AM",400677,"Business 1071461959","LIQ ON-SALE B W/SS SERIES 1000","DOUBLE CREEK DR",78664,"11/01/2017 12:00:00 AM","01/11/2019 12:00:00 AM",30.50253,-97.645905,19/02/19 14:40
5000138,20138,"L233",20138,"APPROVED","ON Sale","OPEN","01/25/2017 12:00:00 AM",2019,"01/25/2019 12:00:00 AM",400138,"Business 1143088495","LIQ ON-SALE C-1 W/SS SERIES 1000","SUSSEX PL",78665,"01/25/2017 12:00:00 AM","01/25/2019 12:00:00 AM",30.53183,-97.641005,19/02/19 14:40
5000238,20238,"L186",20238,"APPROVED","ON Sale","OPEN","01/25/2017 12:00:00 AM",2019,"01/25/2019 12:00:00 AM",400238,"Business 1643374039","LIQ ON-SALE E W/SS SERIES 1000","AMESWOOD DR",78664,"01/25/2017 12:00:00 AM","01/25/2019 12:00:00 AM",30.52702,-97.679565,19/02/19 14:40
5000295,20295,"L178",20295,"APPROVED","ON Sale","OPEN","01/25/2017 12:00:00 AM",2019,"01/25/2019 12:00:00 AM",400295,"Business 2039929842","LIQ ON-SALE A W/SS SERIES 1000","W OAK DR",78664,"01/25/2017 12:00:00 AM","01/25/2019 12:00:00 AM",30.52058,-97.676225,19/02/19 14:40
5000443,20443,"L182",20443,"APPROVED","ON Sale","OPEN","01/25/2017 12:00:00 AM",2019,"01/25/2019 12:00:00 AM",400443,"Business 1698483727","LIQ ON-SALE C-2 W/SS SERIES 1000","SUGAR BERRY CV",78664,"01/25/2017 12:00:00 AM","01/25/2019 12:00:00 AM",30.51303,-97.651025,19/02/19 14:40
5000612,20612,"L186",20612,"APPROVED","ON Sale","OPEN","01/25/2017 12:00:00 AM",2019,"01/25/2019 12:00:00 AM",400612,"Business 1229003506","LIQ ON-SALE E W/SS SERIES 1000","WILDWOOD DR",78681,"01/25/2017 12:00:00 AM","01/25/2019 12:00:00 AM",30.49128,-97.700825,19/02/19 14:40
5000107,20107,"L206",20107,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400107,"Business 2078875295","LIQ ON-SALE E W/SS SERIES 3000","WALLEYE WAY",78665,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.55346,-97.666485,19/02/19 14:40
5000149,20149,"L237",20149,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400149,"Business 1927253475","LIQ ON-SALE C-1 W/SS SERIES 3000","N A W GRIMES BLVD",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.53936,-97.651945,19/02/19 14:40
5000232,20232,"L206",20232,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400232,"Business 2045404279","LIQ ON-SALE E W/SS SERIES 3000","ROBB LN",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.52615,-97.678345,19/02/19 14:40
5000293,20293,"L206",20293,"APPROVED","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400293,"Business 253769614","LIQ ON-SALE E W/SS SERIES 3000","E PALM VALLEY BLVD",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.51774,-97.677535,19/02/19 14:40
5000328,20328,"L198",20328,"APPROVED","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400328,"Business 1882658502","LIQ ON-SALE A W/SS SERIES 3000","E PALM VALLEY BLVD",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.51979,-97.674685,19/02/19 14:40
5000376,20376,"L198",20376,"APPROVED","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400376,"Business 1388209111","LIQ ON-SALE A W/SS SERIES 3000","E PALM VALLEY BLVD",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.51822,-97.669785,19/02/19 14:40
5000466,20466,"L200",20466,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400466,"Business 928848308","LIQ ON-SALE B W/SS SERIES 3000","PECAN AVE",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.51452,-97.674755,19/02/19 14:40
5000514,20514,"L198",20514,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400514,"Business 1754191266","LIQ ON-SALE A W/SS SERIES 3000","E AUSTIN AVE",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.51146,-97.675655,19/02/19 14:40
5000536,20536,"L206",20536,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400536,"Business 44972459","LIQ ON-SALE E W/SS SERIES 3000","N IH 35 FR",78681,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.50778,-97.687635,19/02/19 14:40
5000552,20552,"L237",20552,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400552,"Business 82535521","LIQ ON-SALE C-1 W/SS SERIES 3000","VINWOOD CV",78665,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.51386,-97.629775,19/02/19 14:40
5000587,20587,"L206",20587,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400587,"Business 579660766","LIQ ON-SALE E W/SS SERIES 3000","DEEP WOOD DR",78681,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.49767,-97.697755,19/02/19 14:40
5000598,20598,"L198",20598,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400598,"Business 852057415","LIQ ON-SALE A W/SS SERIES 3000","WOODGREEN DR",78681,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.48915,-97.701625,19/02/19 14:40
5000624,20624,"L202",20624,"PENDING","ON Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400624,"Business 1144763354","LIQ ON-SALE C-2 W/SS SERIES 3000","CHISHOLM VALLEY DR",78681,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.48942,-97.693235,19/02/19 14:40
5000678,20678,"L172",20678,"APPROVED","Off Sale","OPEN","07/20/2017 12:00:00 AM",2019,"07/20/2019 12:00:00 AM",400678,"Business 1700017604","LIQ OFF-SALE SERIES 3000","DOUBLE CREEK DR",78664,"07/20/2017 12:00:00 AM","07/20/2019 12:00:00 AM",30.48945,-97.643885,19/02/19 14:40
5000167,20167,"L180",20167,"NEW","ON Sale","OPEN","03/06/2017 09:33:00 AM",2019,"03/06/2019 09:33:00 AM",400167,"Business 1318593336","LIQ ON-SALE B W/SS SERIES 1000","BECKWOOD TRL",78665,"03/06/2017 09:33 AM","06/03/2019  9:33:00 AM",30.53554,-97.650585,19/02/19 14:40
5000455,20455,"L200",20455,"NEW","ON Sale","OPEN","04/06/2017 08:35:00 AM",2019,"04/06/2019 08:35:00 AM",400455,"Business 1526021396","LIQ ON-SALE B W/SS SERIES 3000","MAPLE RUN",78664,"04/06/2017 08:35 AM","06/04/2019  8:35:00 AM",30.50887,-97.650465,19/02/19 14:40
5000456,20456,"L200",20456,"NEW","ON Sale","OPEN","04/06/2017 09:09:00 AM",2019,"04/06/2019 09:09:00 AM",400456,"Business 2142674494","LIQ ON-SALE B W/SS SERIES 3000","MAPLE RUN",78664,"04/06/2017 09:09 AM","06/04/2019  9:09:00 AM",30.50887,-97.650465,19/02/19 14:40
5000305,20305,"L178",20305,"NEW PROP","ON Sale","OPEN","04/06/2017 11:14:00 AM",2019,"04/06/2019 11:14:00 AM",400305,"Business 968790623","LIQ ON-SALE A W/SS SERIES 1000","SERVICE",78664,"04/06/2017 11:14 AM","06/04/2019 11:14:00 AM",30.51963,-97.679115,19/02/19 14:40
5000503,20503,"L208",20503,"NEW","ON Sale","OPEN","05/06/2017 01:45:00 PM",2019,"05/06/2019 01:45:00 PM",400503,"Business 1176569849","LIQ ON-SALE A W/SS SERIES 4000","E MILAM AVE",78664,"05/06/2017 01:45 PM","06/05/2019  1:45:00 PM",30.51267,-97.675995,19/02/19 14:40
5000100,20100,"L196",20100,"NEW","ON Sale","OPEN","05/06/2017 08:19:00 AM",2019,"05/06/2019 08:19:00 AM",400100,"Business 841697449","LIQ ON-SALE E W/SS SERIES 2000","INDIAN MEADOWS DR",78665,"05/06/2017 08:19 AM","06/05/2019  8:19:00 AM",30.54963,-97.675095,19/02/19 14:40
